date,code,name,market,listing_status,sector_code,sector_name,open,high,low,close,volume,amount,adj_factor,vwap,market_cap,shares_out,frgn_net_amt,inst_net_amt,nps_net_amt,tust_net_amt,dealer_net_amt,frgn_net_qty,inst_net_qty,nps_net_qty,short_sell_amt,short_sell_qty,loan_balance_amt,loan_balance_qty,announce_date,revenue,op_income,net_income,total_equity,total_assets,cash_flow_op,cash_flow_inv,cash_flow_fin,div_amount,eps,roe,usdkrw,us10y_yield,kr10y_yield,wti,dxy,cnykrw,gold,ex_div_date,earnings_date,bps,debt_ratio
20200615,005930,005930,KOSPI,Listed,,Technology,51400.0,52000.0,49900.0,49900.0,28772921.0,0.0,1.0,49900.0,6416887.0,5919637922.0,-78774876600.0,-197383406000.0,0.0,0.0,0.0,-1540430.0,-3866544.0,0.0,202247500.0,4045.0,475553536900.0,9530131.0,20200331,55325178000000.0,14922900000000.0,4884926000000.0,897514000000.0,357457535000000.0,11829879000000.0,-8529202000000.0,-2973613000000.0,1416.0,2098.0,0.08332,1475.5,,2.83,60.08,0.9454235461293337,192.5,4243.0,20250929,20200331,62864.0,4.032
20200615,000660,000660,KOSPI,Listed,,Technology,84100.0,86500.0,82000.0,82000.0,4710114.0,0.0,1.0,82000.0,3960332.0,728002365.0,-22154868500.0,-26751217000.0,0.0,0.0,0.0,-267988.0,-317990.0,0.0,259078500.0,3155.0,134487544000.0,1640092.0,20200331,28344600000000.0,14417000000000.0,11722500000000.0,,,,,,1000.0,15814.0,0.43202,1475.5,,2.83,60.08,0.9454235461293337,192.5,4243.0,20251127,20200331,160838.0,26.582
