date,code,name,market,listing_status,sector_code,sector_name,open,high,low,close,volume,amount,adj_factor,vwap,market_cap,shares_out,frgn_net_amt,inst_net_amt,nps_net_amt,tust_net_amt,dealer_net_amt,frgn_net_qty,inst_net_qty,nps_net_qty,short_sell_amt,short_sell_qty,loan_balance_amt,loan_balance_qty,announce_date,revenue,op_income,net_income,total_equity,total_assets,cash_flow_op,cash_flow_inv,cash_flow_fin,div_amount,eps,roe,usdkrw,us10y_yield,kr10y_yield,wti,dxy,cnykrw,gold,ex_div_date,earnings_date,bps,debt_ratio
20150105,005930,삼성전자,KOSPI,Listed,264,FICS  반도체&nbsp;및&nbsp;관련장비,26720.0,26720.0,26260.0,26660.0,202790.0,5406381400.0,1.0,26660.0,6416887.0,5919637922.0,-71068217000.0,12453321000.0,27541367000.0,13705923000.0,-35413107000.0,-53479.0,9399.0,20742.0,,,,,20150331,200653482000000.0,26413442000000.0,19060144000000.0,185132014000000.0,242179521000000.0,40061761000000.0,-27167787000000.0,-6573509000000.0,370.0,126305.0,10.295433830261254,1111.0,2.0390000343322754,2.7,50.040000915527344,91.37999725341797,,1203.9000244140625,,20150331,62864.0,26.64
20150105,000660,SK하이닉스,KOSPI,Listed,2612,FICS  반도체&nbsp;및&nbsp;관련장비,48050.0,48400.0,47500.0,47650.0,1409146.0,67145806900.0,1.0,47650.0,3960332.0,728002365.0,10513381500.0,-20832772050.0,507373800.0,-8306284400.0,-2267641900.0,219486.0,-435652.0,10522.0,,,,,20150331,18797998000000.0,5336100000000.0,4323595000000.0,21387703000000.0,29677906000000.0,9319520000000.0,-7125530000000.0,-1462257000000.0,375.0,6002.0,20.215331211584527,1111.0,2.0390000343322754,2.7,50.040000915527344,91.37999725341797,,1203.9000244140625,,20150331,160838.0,48.43
