date,code,name,market,listing_status,sector_code,sector_name,open,high,low,close,adjust_close,volume,amount,adj_factor,shares_out,is_trading_suspended,is_limit_reached,frgn_net_amt,inst_net_amt,nps_net_amt,tust_net_amt,dealer_net_amt,frgn_net_qty,inst_net_qty,nps_net_qty,frgn_hold_ratio,usdkrw,us10y_yield,kr10y_yield,wti,dxy,cnykrw,gold,vix,earnings_date
20100105,000030,우리은행,,Listed,,,11216.30909974717,11333.145796242927,11099.472403251413,11138.41796875,11138.41796875,3878757,43203216665.21484,1.0,,False,0,,,,,,,,,,1141.300048828125,0.03755000114440918,,81.7699966430664,77.62000274658203,167.41969539639143,1118.0999755859375,19.350000381469727,
20100106,000030,우리은행,,Listed,,,11216.309246017941,11683.6552734375,11177.363680011471,11683.6552734375,11683.6552734375,5010573,58541807654.393555,1.0,,False,0,,,,,,,,,,1130.4000244140625,0.03808000087738037,,83.18000030517578,77.48999786376953,165.78913548636336,1135.9000244140625,19.15999984741211,
20100107,000030,우리은행,,Listed,,,11644.710216145359,11722.601351561078,11527.87427767991,11605.7646484375,11605.7646484375,2922671,33919831770.813477,1.0,,False,0,,,,,,,,,,1134.9000244140625,0.038220000267028806,,82.66000366210938,77.91000366210938,166.4613243159183,1133.0999755859375,19.059999465942383,
