재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 반기말	전기말	전전기말	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_NoncurrentAssets	   비유동자산	934,420,790,682	817,338,127,704	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_LongTermDepositsNotClassifiedAsCashEquivalents	      장기금융상품	7,000,000	7,000,000	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome	      기타포괄손익-공정가치 측정 금융자산	3,326,933,687	2,663,112,401	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	entity00365387_udf_BS_201932210371412_NoncurrentAssets	      당기손익인식공정가치측정금융자산	29,834,208,631	714,833,403	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_InvestmentsInSubsidiariesJointVenturesAndAssociates	      종속회사투자	238,041,555,259	199,073,784,015	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	entity00365387_udf_BS_20171113212628202_NoncurrentAssets	      관계회사투자	234,700,317	6,620,017,790	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_RentalAssetGross	      렌탈자산	554,113,262,254	530,179,916,106	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_PropertyPlantAndEquipment	      유형자산	46,520,518,243	47,155,266,212	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_IntangibleAssetsOtherThanGoodwill	      무형자산	4,781,977,291	5,367,250,729	
재무상태표, 유동/비유동법-별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_OtherNoncurrentFinancialAssets	      기타비유동금융자산	26,720,819,447	25,470,791,615	
