재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 반기 3개월 	당기 반기 누적 	전기 반기 3개월 	전기 반기 누적 	전기	전전기
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[119610]	인터로조	코스닥시장상장법인	273	사진장비 및 광학기기 제조업	12	2019-06-30	반기보고서	KRW	ifrs_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax	      해외사업장환산외환차이(세후기타포괄손익)	9,754,838	-15,805,766	-16,308,881	-4,751,516		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[119610]	인터로조	코스닥시장상장법인	273	사진장비 및 광학기기 제조업	12	2019-06-30	반기보고서	KRW	entity00604426_udf_IS_2019329123838385_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	      법인세효과	-2,360,671	3,824,996	3,946,749	1,149,867		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[119610]	인터로조	코스닥시장상장법인	273	사진장비 및 광학기기 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncome	총포괄손익	4,610,256,324	8,504,460,139	5,245,903,351	9,077,187,900		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[119610]	인터로조	코스닥시장상장법인	273	사진장비 및 광학기기 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToAbstract	총 포괄손익의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[119610]	인터로조	코스닥시장상장법인	273	사진장비 및 광학기기 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToOwnersOfParent	   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분	4,610,256,324	8,504,460,139	5,245,903,351	9,077,187,900		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[119610]	인터로조	코스닥시장상장법인	273	사진장비 및 광학기기 제조업	12	2019-06-30	반기보고서	KRW	ifrs_EarningsPerShareAbstract	주당이익 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[119610]	인터로조	코스닥시장상장법인	273	사진장비 및 광학기기 제조업	12	2019-06-30	반기보고서	KRW	ifrs_BasicEarningsLossPerShare	   기본주당이익(손실)	414	763	479	832		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[119610]	인터로조	코스닥시장상장법인	273	사진장비 및 광학기기 제조업	12	2019-06-30	반기보고서	KRW	ifrs_DilutedEarningsLossPerShare	   희석주당이익(손실)	414	763	478	831		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_Revenue	수익(매출액)	21,461,267,476	44,048,097,127	28,436,268,864	55,508,194,949		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_RevenueFromSaleOfGoods	   재화의 판매로 인한 수익(매출액)	12,553,757,031	24,607,569,835	14,538,786,525	28,825,994,700		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	dart_RevenueFromSaleOfGoodsMerchandise	      상품매출액	1,653,673,075	3,609,412,700	2,875,340,069	4,741,553,548		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	dart_RevenueFromSaleOfGoodsProduct	      제품매출액	10,900,083,956	20,998,157,135	11,663,446,456	24,084,441,152		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_RevenueFromConstructionContracts	   공사 수익(매출액)	4,019,893,442	9,677,236,477	6,044,997,514	12,762,841,242		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_OtherRevenue	   기타수익(매출액)	4,887,617,003	9,763,290,815	7,852,484,825	13,919,359,007		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_CostOfSales	매출원가	17,222,020,345	33,648,330,750	20,861,043,833	40,358,745,009		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	dart_CostOfSalesFromSaleOfGoods	   재화의 판매로 인한 수익(매출액)에 대한 매출원가	9,522,344,699	17,699,227,221	8,896,217,550	18,030,331,481		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	dart_CostOfSalesFromSaleOfGoodsMerchandises	      상품매출원가	1,568,290,271	3,043,583,385	1,825,039,337	2,978,010,800		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	dart_CostOfSalesFromSaleOfGoodsProduct	      제품매출원가	7,954,054,428	14,655,643,836	7,071,178,213	15,052,320,681		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	dart_CostOfSalesFromConstructionContracts	   공사 수익(매출액)에 대한 매출원가	2,962,045,504	7,255,983,459	4,954,869,832	10,531,833,592		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	dart_OtherCostOfSales	   기타수익(매출액)에 대한 매출원가	4,737,630,142	8,693,120,070	7,009,956,451	11,796,579,936		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_GrossProfit	매출총이익	4,239,247,131	10,399,766,377	7,575,225,031	15,149,449,940		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	7,495,527,411	14,644,158,783	6,742,710,870	13,133,568,657		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	-3,256,280,280	-4,244,392,406	832,514,161	2,015,881,283		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	dart_OtherGains	기타이익	158,749,838	326,790,144	179,204,910	273,951,005		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	dart_OtherLosses	기타손실	45,419,485	75,352,966	1,592,899,509	2,377,835,044		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_FinanceIncome	금융수익	137,975,158	299,489,748	111,196,352	149,729,250		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_FinanceCosts	금융원가	388,523,514	681,072,283	205,285,781	363,827,959		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	-3,393,498,283	-4,374,537,763	-675,269,867	-302,101,465		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_IncomeTaxExpenseContinuingOperations	법인세비용	218,175,717	218,175,717	124,558,187	123,822,923		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	entity00145914_udf_IS_20171220174424148_StatementOfComprehensiveIncomeAbstract	계속사업이익(손실)	-3,175,322,566	-4,156,362,046	-550,711,680	-178,278,542		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_ProfitLoss	당기순이익(손실)	-3,175,322,566	-4,156,362,046	-550,711,680	-178,278,542		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_OtherComprehensiveIncome	기타포괄손익	1,135,454,021	1,152,307,020	192,441,188	75,617,875		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_ComprehensiveIncome	총포괄손익	-2,039,868,545	-3,004,055,026	-358,270,492	-102,660,667		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_ProfitLossAttributableToAbstract	당기순이익(손실)의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주에게 귀속되는 당기순이익(손실)	-3,170,392,900	-4,101,117,832	-597,902,034	-188,023,514		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_ProfitLossAttributableToNoncontrollingInterests	   비지배지분에 귀속되는 당기순이익(손실)	-4,929,666	-55,244,214	47,190,354	9,744,972		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToAbstract	총 포괄손익의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToOwnersOfParent	   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분	-2,036,595,045	-2,954,902,615	-411,586,314	-109,969,454		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests	   총 포괄손익, 비지배지분	-3,273,500	-49,152,411	53,315,822	7,308,787		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_EarningsPerShareAbstract	주당이익 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_BasicEarningsLossPerShare	   기본주당이익(손실)	-154	-200	-29	-9		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_BasicEarningsLossPerShareFromContinuingOperations	      계속영업기본주당이익(손실)	-154	-200	-29	-9		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_DilutedEarningsLossPerShare	   희석주당이익(손실)	-154	-200	-29	-9		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[017250]	인터엠	코스닥시장상장법인	265	영상 및 음향기기 제조업	09	2019-03-31	반기보고서	KRW	ifrs_DilutedEarningsLossPerShareFromContinuingOperations	      계속영업희석주당이익(손실)	-154	-200	-29	-9		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[129260]	인터지스	유가증권시장상장법인	493	도로 화물 운송업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLoss	당기순이익(손실)	1,347,981,212	-2,624,164,083	1,080,471,099	489,662,647		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[129260]	인터지스	유가증권시장상장법인	493	도로 화물 운송업	12	2019-06-30	반기보고서	KRW	ifrs_OtherComprehensiveIncome	기타포괄손익	547,286,230	1,149,340,263	-6,275,076	1,323,665,084		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[129260]	인터지스	유가증권시장상장법인	493	도로 화물 운송업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류되지 않는항목(세후기타포괄손익)	-232,283,012	-336,584,503	64,202,923	78,358,168		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[129260]	인터지스	유가증권시장상장법인	493	도로 화물 운송업	12	2019-06-30	반기보고서	KRW	entity00151368_udf_IS_20198615341772_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	      기타포괄손익-공정가치금융자산	-232,283,012	-336,584,503	64,202,923	78,358,168		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[129260]	인터지스	유가증권시장상장법인	493	도로 화물 운송업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익)	779,569,242	1,485,924,766	-70,477,999	1,245,306,916		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[129260]	인터지스	유가증권시장상장법인	493	도로 화물 운송업	12	2019-06-30	반기보고서	KRW	ifrs_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax	      해외사업장환산외환차이(세후기타포괄손익)	792,126,631	1,498,482,155	-70,477,999	1,245,306,916		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[129260]	인터지스	유가증권시장상장법인	493	도로 화물 운송업	12	2019-06-30	반기보고서	KRW	entity00151368_udf_IS_201986153450587_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	      관계기업 및 공동기업의 기타포괄손익에 대한 지분	-12,557,389	-12,557,389				
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[129260]	인터지스	유가증권시장상장법인	493	도로 화물 운송업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncome	총포괄손익	1,895,267,442	-1,474,823,820	1,074,196,023	1,813,327,731		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[129260]	인터지스	유가증권시장상장법인	493	도로 화물 운송업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToAbstract	총 포괄손익의 귀속 [abstract]						
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[129260]	인터지스	유가증권시장상장법인	493	도로 화물 운송업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToOwnersOfParent	   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분	1,312,121,345	-2,784,353,496	95,472,632	1,079,228,272		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[129260]	인터지스	유가증권시장상장법인	493	도로 화물 운송업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests	   총 포괄손익, 비지배지분	583,146,097	1,309,529,676	978,723,391	734,099,459		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_Revenue	매출액	118,618,484,649	250,917,275,497	113,811,914,345	239,991,023,891		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_CostOfSales	매출원가	60,688,284,924	134,115,636,243	59,063,389,748	134,346,907,733		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_GrossProfit	매출총이익	57,930,199,725	116,801,639,254	54,748,524,597	105,644,116,158		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	55,321,434,645	109,121,890,399	54,049,460,178	107,485,967,282		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	2,608,765,080	7,679,748,855	699,064,419	-1,841,851,124		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_FinanceIncome	금융수익	996,414,448	1,923,829,699	674,708,407	1,179,888,918		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_FinanceCosts	금융비용	861,909,198	2,001,698,689	422,668,738	941,364,618		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	dart_OtherGains	기타영업외수익	188,505,701	531,086,619	341,840,332	536,179,512		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	dart_OtherLosses	기타영업외비용	1,725,662,896	3,067,423,460	1,947,790,853	2,289,958,195		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	entity00598587_udf_IS_2017116211449115_StatementOfComprehensiveIncomeAbstract	지분법손익	-90,128,108	-178,404,496	-126,464,400	-267,486,970		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	1,115,985,027	4,887,138,528	-781,310,833	-3,624,592,477		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_IncomeTaxExpenseContinuingOperations	법인세비용	573,013,417	1,055,905,824	965,572,082	3,624,592,477		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLoss	당기순이익(손실)	542,971,610	3,831,232,704	-1,746,882,915	-7,017,025,501		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToAbstract	당기순이익(손실)의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주에게 귀속되는 당기순이익(손실)	584,208,078	3,412,977,702	-1,658,887,286	-6,400,897,972		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToNoncontrollingInterests	   비지배지분에 귀속되는 당기순이익(손실)	-41,236,468	418,255,002	-87,995,629	-616,127,529		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_OtherComprehensiveIncome	기타포괄손익	69,677,416	197,241,966	59,189,486	42,822,786		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류되지 않는항목(세후기타포괄손익)	0	-3,373,828	0	0		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments	      기타포괄손익-공정가치 측정 지분상품 평가손익	0	-3,373,828	0	0		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	   후속적으로 당기손익으로 재분류되는 포괄손익	69,677,416	200,615,794	59,189,486	42,822,786		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	entity00598587_udf_IS_201883103512262_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	      해외사업환산이익	28,781,634	97,228,302	48,275,703	55,110,520		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	entity00598587_udf_IS_201883103527160_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	      지분법자본변동	40,895,782	103,387,492	10,913,783	-12,287,734		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncome	총포괄손익	612,649,026	4,028,474,670	-1,687,693,429	-6,974,202,715		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToAbstract	총포괄손익의 귀속						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToOwnersOfParent	   포괄손익, 지배기업의 소유주에게 귀속되는 지분	653,885,494	3,610,219,668	-1,599,697,800	-6,358,075,186		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests	   포괄손익, 비지배지분	-41,236,468	418,255,002	-87,995,629	-616,127,529		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_EarningsPerShareAbstract	주당이익 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_BasicEarningsLossPerShare	   기본주당이익(손실)	18	104	-50	-193		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[108790]	인터파크	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_DilutedEarningsLossPerShare	   희석주당이익(손실)	18	104	-50	-193		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[035080]	인터파크홀딩스	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_Revenue	수익(매출액)	839,062,703,433	1,713,546,936,480	870,419,044,261	1,695,071,140,129		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[035080]	인터파크홀딩스	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_CostOfSales	매출원가	742,691,133,505	1,523,992,805,560	780,874,231,827	1,522,159,630,805		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[035080]	인터파크홀딩스	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_GrossProfit	매출총이익	96,371,569,928	189,554,130,920	89,544,812,434	172,911,509,324		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[035080]	인터파크홀딩스	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	83,803,977,942	165,998,596,550	85,119,431,192	170,548,904,372		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[035080]	인터파크홀딩스	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	12,567,591,986	23,555,534,370	4,425,381,242	2,362,604,952		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[035080]	인터파크홀딩스	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_FinanceIncome	금융수익	4,003,695,310	6,077,637,776	1,681,663,565	3,214,516,797		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[035080]	인터파크홀딩스	코스닥시장상장법인	479	무점포 소매업	12	2019-06-30	반기보고서	KRW	ifrs_FinanceCosts	금융비용	1,660,335,405	3,283,576,528	586,564,383	1,242,571,419		
