date,code,PER,PBR
20160106,024060,401.0,2.24
20160106,039610,18.54,0.88
20160106,049720,11.16,2.6
20160106,036220,,0.62
20160106,042510,31.6,2.2
20160106,049950,,1.19
20160106,024840,,0.49
20160106,033790,,1.62
20160106,048870,,1.02
20160106,027040,,1.48
20160106,048910,1935.0,0.96
20160106,031430,37.97,0.4
20160106,046310,4.48,0.68
20160106,033340,,2.63
20160106,047080,232.0,2.17
20160106,035460,3.73,0.53
20160106,032940,5.03,0.49
20160106,039130,10.23,4.49
20160106,047560,,3.37
20160106,027970,774.0,0.33
20160106,053260,,0.51
20160106,050110,,0.89
20160106,053950,,0.58
20160106,054210,19.62,0.99
20160106,056080,,14.59
20160106,063160,60.47,0.87
20160106,056730,,0.62
20160106,090150,,0.8
20160106,084870,,0.43
20160106,086670,13.37,0.79
20160106,089230,,0.97
20160106,060480,,0.42
20160106,092870,,1.05
20160106,054410,16.75,0.37
20160106,076340,,
20160106,066790,,2.72
20160106,079970,,0.34
20160106,079190,,1.08
20160106,096870,37.93,1.15
20160106,078150,,0.68
20160106,097230,59.55,5.44
20160106,093640,,1.51
20160106,097800,,1.11
20160106,099220,,0.91
20160106,101490,32.46,4.4
20160106,101140,8.16,0.75
20160106,109960,,0.19
20160106,107640,29.58,5.73
20160106,104200,,0.65
20160106,114920,,
20160106,121060,,
20160106,122640,30.49,2.71
20160106,115440,29.04,0.79
20160106,122690,,0.26
20160106,138070,,0.46
20160106,145990,4.85,0.27
20160106,129260,4.75,0.25
20160106,131290,13.77,1.65
20160106,123840,,0.41
20160106,179720,,
20160106,159910,,1.67
20160106,148250,,1.58
20160106,185190,,
20160106,199150,,
20160106,208890,,
20160106,200230,,0.69
20160106,217880,,
20160106,199800,65.17,10.46
20160106,185490,,1.08
20160106,211050,9.33,3.39
20160106,196450,,0.68
20160106,220180,60.0,0.6
20160106,222980,,1.03
20160106,217190,41.31,1.45
20160106,223220,,
20160106,233990,,
20160107,000180,,0.17
20160107,000670,,0.24
20160107,000760,,0.25
20160107,002620,,0.38
20160107,000720,,0.87
20160107,001120,7.26,0.4
20160107,005750,10.75,0.44
20160107,005960,,0.27
20160107,005965,,0.89
20160107,006490,,2.83
20160107,006220,33.76,0.73
20160107,007120,,0.44
20160107,006360,31.39,0.35
20160107,008290,,1.12
20160107,011200,4.48,0.77
20160107,009190,,0.83
20160107,008110,117.5,0.43
20160107,011155,144.38,6.98
20160107,008830,,1.57
20160107,009150,29.41,1.91
20160107,012170,,1.7
20160107,021880,52.0,0.71
20160107,011760,2.91,0.38
20160107,020400,,0.42
20160107,018290,7.64,3.11
20160107,025980,,0.92
20160107,012630,4.83,0.32
20160107,029480,,0.55
20160107,028670,6.93,0.38
20160107,031440,6.87,0.47
20160107,031820,6.8,0.35
20160107,031430,37.97,0.4
20160107,032750,4.34,0.31
20160107,033790,,1.62
20160107,034830,24.98,0.29
20160107,032940,5.03,0.49
20160107,036220,,0.62
20160107,035150,5.49,1.06
20160107,034020,,6.58
20160107,035620,,0.47
20160107,039610,18.54,0.88
20160107,039130,10.23,4.49
20160107,043200,,1.6
20160107,042040,,0.53
20160107,044990,6.93,0.96
20160107,049480,11.34,0.82
20160107,039740,6.22,0.48
20160107,047560,,3.37
20160107,042510,31.6,2.2
20160107,048870,,1.02
20160107,046970,,1.51
20160107,049720,11.16,2.6
20160107,049550,,0.78
20160107,050110,,0.89
20160107,049950,,1.19
20160107,053800,14.92,1.56
20160107,052670,,1.93
20160107,051780,,1.53
20160107,054620,,0.36
20160107,058110,,0.78
20160107,054920,,0.64
20160107,072770,,1.71
20160107,058470,31.39,6.43
20160107,076340,,
20160107,065350,234.45,7.28
20160107,067160,8.33,1.83
20160107,073010,17.93,2.79
20160107,078150,,0.68
20160107,074610,,1.89
20160107,084440,71.71,2.61
20160107,073640,,1.14
20160107,084870,,0.43
20160107,080530,35.5,1.12
20160107,088130,21.32,0.44
20160107,086670,13.37,0.79
20160107,087600,,0.44
20160107,097800,,1.11
20160107,092590,,
20160107,093640,,1.51
20160107,104200,,0.65
20160107,101140,8.16,0.75
20160107,104460,4.14,0.85
20160107,101490,32.46,4.4
20160107,105330,,0.72
20160107,096630,,0.78
20160107,099220,,0.91
20160107,109070,11.95,1.7
20160107,109610,,0.78
20160107,106520,,0.92
20160107,109960,,0.19
20160107,107640,29.58,5.73
20160107,115440,29.04,0.79
20160107,115480,,0.57
20160107,123010,,1.27
20160107,122640,30.49,2.71
20160107,138070,,0.46
20160107,123840,,0.41
20160107,141000,6.04,0.45
20160107,148250,,1.58
20160107,178600,,
20160107,179720,,
20160107,176750,31.19,5.82
20160107,199150,,
20160107,149010,,
20160107,199800,65.17,10.46
20160107,182400,,28.79
20160107,220180,60.0,0.6
20160107,217880,,
20160107,217190,41.31,1.45
20160107,223220,,
20160107,233990,,
20160107,222980,,1.03
20160108,000180,,0.17
20160108,000150,,10.67
20160108,000670,,0.24
20160108,001120,7.26,0.4
20160108,000760,,0.25
20160108,001067,29.19,4.56
20160108,001440,158.65,3.11
20160108,004770,12.69,0.65
20160108,003470,12.09,0.46
20160108,004590,3.97,0.39
20160108,004830,13.01,0.8
20160108,003670,,5.77
20160108,005750,10.75,0.44
20160108,007120,,0.44
20160108,006840,,0.24
20160108,002620,,0.38
20160108,008290,,1.12
20160108,006490,,2.83
20160108,006220,33.76,0.73
20160108,008830,,1.57
20160108,006360,31.39,0.35
20160108,011155,144.38,6.98
20160108,011090,11.6,0.66
20160108,012170,,1.7
20160108,011760,2.91,0.38
20160108,016250,,0.17
20160108,012030,2.56,0.6
20160108,012790,5.98,0.44
20160108,013810,,0.81
20160108,012510,42.42,4.39
20160108,018290,7.64,3.11
20160108,016600,,0.31
20160108,021050,,0.34
20160108,019490,,3.22
20160108,021880,52.0,0.71
20160108,020400,,0.42
20160108,025880,6.26,0.55
20160108,026910,3.39,0.72
20160108,029480,,0.55
20160108,030190,11.37,2.12
20160108,025980,,0.92
20160108,023590,4.28,0.52
20160108,032750,4.34,0.31
20160108,032190,3.97,0.44
20160108,034830,24.98,0.29
20160108,033790,,1.62
20160108,035900,15.01,4.21
20160108,034020,,6.58
20160108,035620,,0.47
20160108,035080,,0.3
20160108,037270,38.7,2.37
20160108,039130,10.23,4.49
20160108,036220,,0.62
20160108,038110,73.12,0.33
20160108,036630,,0.46
20160108,042500,6.75,0.65
20160108,039200,419.82,14.88
20160108,042040,,0.53
20160108,040160,,0.51
20160108,036620,16.88,4.31
20160108,039740,6.22,0.48
20160108,042510,31.6,2.2
20160108,042670,57.59,1.32
20160108,045510,24.76,0.73
20160108,043200,,1.6
20160108,049950,,1.19
20160108,049550,,0.78
20160108,049480,11.34,0.82
20160108,046970,,1.51
20160108,050110,,0.89
20160108,051780,,1.53
20160108,052670,,1.93
20160108,052860,,1.19
20160108,053950,,0.58
20160108,063160,60.47,0.87
20160108,053800,14.92,1.56
20160108,056080,,14.59
20160108,054920,,0.64
20160108,064090,,0.83
20160108,065350,234.45,7.28
20160108,065450,25.14,1.8
20160108,054620,,0.36
20160108,074610,,1.89
20160108,078150,,0.68
20160108,068240,,0.63
20160108,065770,,0.99
20160108,077970,20.36,4.12
20160108,073010,17.93,2.79
20160108,080420,26.97,0.36
20160108,082660,,7.74
20160108,084440,71.71,2.61
20160108,084730,,0.42
20160108,084870,,0.43
20160108,092590,,
20160108,083310,,0.81
20160108,086670,13.37,0.79
20160108,088130,21.32,0.44
20160108,096690,,0.41
20160108,092730,10.7,1.45
20160108,093640,,1.51
20160108,089140,,0.2
20160108,087600,,0.44
20160108,099220,,0.91
20160108,097800,,1.11
20160108,101140,8.16,0.75
20160108,101730,,1.13
20160108,105330,,0.72
20160108,104200,,0.65
20160108,101490,32.46,4.4
20160108,104460,4.14,0.85
20160108,107640,29.58,5.73
20160108,109610,,0.78
20160108,123860,13.9,2.75
20160108,115480,,0.57
20160108,115500,49.03,7.12
20160108,123840,,0.41
20160108,134060,11.33,0.69
20160108,123330,11.56,5.74
20160108,141000,6.04,0.45
20160108,124500,25.49,4.84
20160108,133820,,2.01
20160108,115440,29.04,0.79
20160108,149010,,
20160108,156100,87.16,4.15
20160108,148250,,1.58
20160108,195990,,1.44
20160108,187220,6.19,0.32
20160108,187420,,2.11
20160108,166480,,1.06
20160108,159910,,1.67
20160108,192080,7.22,0.9
20160108,187790,4.23,2.19
20160108,196700,10.16,0.51
20160108,199150,,
20160108,197140,,0.43
20160108,199800,65.17,10.46
20160108,211050,9.33,3.39
20160108,217880,,
20160108,222980,,1.03
20160108,206560,,3.17
20160108,217190,41.31,1.45
20160108,214180,6.99,0.98
20160108,226320,34.72,0.52
20160108,233990,,
20160108,232680,25.95,2.8
20160111,001470,,
20160111,000760,,0.25
20160111,001820,23.87,1.18
20160111,001067,29.19,4.56
20160111,001120,7.26,0.4
20160111,002620,,0.38
20160111,001440,158.65,3.11
20160111,002787,467.06,4.43
20160111,003670,,5.77
20160111,004830,13.01,0.8
20160111,004770,12.69,0.65
20160111,005750,10.75,0.44
20160111,005870,,0.6
20160111,002785,224.12,2.13
20160111,006220,33.76,0.73
20160111,005965,,0.89
20160111,008040,6.32,0.54
20160111,006840,,0.24
20160111,007120,,0.44
20160111,008290,,1.12
20160111,011090,11.6,0.66
20160111,016100,,1.27
20160111,012030,2.56,0.6
20160111,011760,2.91,0.38
20160111,016600,,0.31
20160111,009810,4.01,0.58
20160111,005960,,0.27
20160111,019490,,3.22
20160111,018290,7.64,3.11
20160111,021880,52.0,0.71
20160111,025320,22.9,3.09
20160111,028670,6.93,0.38
20160111,033560,4.2,0.3
20160111,032980,,0.83
20160111,034020,,6.58
20160111,030190,11.37,2.12
20160111,033180,,0.3
20160111,034310,10.56,0.64
20160111,027040,,1.48
20160111,041920,33.31,0.76
20160111,038110,73.12,0.33
20160111,035290,,1.39
20160111,042040,,0.53
20160111,036090,,0.62
20160111,042510,31.6,2.2
20160111,039440,14.42,1.21
20160111,039130,10.23,4.49
20160111,034830,24.98,0.29
20160111,044990,6.93,0.96
20160111,046970,,1.51
20160111,047770,46.37,1.6
20160111,043710,,1.32
20160111,049550,,0.78
20160111,047050,20.76,1.37
20160111,050110,,0.89
20160111,053800,14.92,1.56
20160111,054620,,0.36
20160111,052710,,0.87
20160111,052670,,1.93
20160111,068270,82.29,2.31
20160111,065450,25.14,1.8
20160111,066430,105.08,1.16
20160111,065770,,0.99
20160111,060590,,1.69
20160111,063170,,1.09
20160111,064520,,0.39
20160111,064090,,0.83
20160111,074610,,1.89
20160111,069640,,0.86
20160111,073010,17.93,2.79
20160111,076080,,0.54
20160111,077970,20.36,4.12
20160111,079550,28.97,6.51
20160111,078150,,0.68
20160111,079810,16.55,0.8
20160111,083310,,0.81
20160111,082660,,7.74
20160111,084440,71.71,2.61
20160111,086220,,
20160111,086390,,3.12
20160111,088130,21.32,0.44
20160111,089140,,0.2
20160111,084730,,0.42
20160111,086520,,7.75
