date,code,PER,PBR
20151130,196170,299.32,82.81
20151130,215360,11.21,0.65
20151130,185190,,
20151130,196450,,0.68
20151130,178600,,
20151130,221800,,1.61
20151130,220180,60.0,0.6
20151130,225220,,0.53
20151201,000145,6.45,0.45
20151201,000227,40.12,1.54
20151201,000545,3.0,0.51
20151130,143540,,1.22
20151201,000180,,0.17
20151130,186230,,1.26
20151130,154040,,0.34
20151201,000970,10.87,0.41
20151130,900100,,0.89
20151130,900140,49.03,0.66
20151130,214430,29.3,4.27
20151201,001380,28.26,0.51
20151201,001067,29.19,4.56
20151201,001440,158.65,3.11
20151201,001060,11.63,1.82
20151130,203690,,2.52
20151201,001540,16.69,0.54
20151201,001470,,
20151201,003680,22.28,0.42
20151201,003160,45.86,3.74
20151201,001810,9.68,0.15
20151201,002820,,0.14
20151201,004545,,2.15
20151201,005750,10.75,0.44
20151201,005030,,2.89
20151201,004060,304.0,0.23
20151201,004830,13.01,0.8
20151201,004540,,0.36
20151201,005965,,0.89
20151201,005960,,0.27
20151201,008290,,1.12
20151201,009300,6.9,0.45
20151201,010620,55.63,3.83
20151201,010780,,0.39
20151201,003350,9.09,2.14
20151201,007390,,25.1
20151201,011300,,1.53
20151201,013120,853.33,0.22
20151201,011930,,1.52
20151201,012630,4.83,0.32
20151201,012320,5.19,0.23
20151201,013570,6.2,0.27
20151201,014970,,1.7
20151201,015860,12.95,0.71
20151201,013720,,0.73
20151201,016090,7.61,0.27
20151201,015020,,0.55
20151201,014200,,0.57
20151201,017000,19.96,0.24
20151201,017390,8.44,0.23
20151201,017550,9.69,0.56
20151201,018680,,0.87
20151201,019660,,2.75
20151201,020760,,1.52
20151201,020150,,0.79
20151201,023960,35.62,0.9
20151201,025560,3.59,0.5
20151201,024800,1.97,0.15
20151201,026890,177.24,1.56
20151201,025770,6.79,0.88
20151201,027740,,1.25
20151201,029480,,0.55
20151201,030190,11.37,2.12
20151201,027710,7.68,0.49
20151201,026960,18.79,1.58
20151201,031860,,0.32
20151201,027050,103.41,0.8
20151201,031310,,0.24
20151201,031820,6.8,0.35
20151201,032620,4.84,1.27
20151201,032580,,0.84
20151201,032080,33.6,0.23
20151201,037400,,0.17
20151201,032820,44.01,5.17
20151201,033170,,1.34
20151201,033250,5.45,0.77
20151201,038110,73.12,0.33
20151201,035810,12.85,0.38
20151201,037270,38.7,2.37
20151201,038460,40.15,0.51
20151201,036190,6.48,0.49
20151201,041960,101.55,6.15
20151201,042660,44.73,7.44
20151201,042670,57.59,1.32
20151201,042940,,0.43
20151201,043340,,1.6
20151201,044180,,0.5
20151201,046120,11.74,1.65
20151201,043710,,1.32
20151201,045510,24.76,0.73
20151201,046970,,1.51
20151201,044380,,0.91
20151201,051780,,1.53
20151201,052260,,0.95
20151201,051600,16.84,1.75
20151201,053030,,2.51
20151201,049470,,2.96
20151201,048770,,0.85
20151201,047050,20.76,1.37
20151201,051370,6.13,0.72
20151201,053270,3.95,0.42
20151201,053300,17.46,1.2
20151201,052420,7.04,0.51
20151201,054670,9.0,0.71
20151201,059210,8.48,1.43
20151201,054180,,0.24
20151201,063570,44.29,0.68
20151201,063440,10.62,1.14
20151201,064480,,1.25
20151201,060590,,1.69
20151201,064520,,0.39
20151201,054410,16.75,0.37
20151201,066790,,2.72
20151201,065150,,1.45
20151201,065170,,0.77
20151201,067730,8.05,1.29
20151201,066430,105.08,1.16
20151201,067290,5.27,1.96
20151201,065420,,2.29
20151201,067390,,0.67
20151201,068330,16.47,0.97
20151201,073540,7.99,0.38
20151201,072470,,0.5
20151201,083660,,3.34
20151201,080220,55.7,3.41
20151201,079950,,0.58
20151201,079550,28.97,6.51
20151201,084680,,0.83
20151201,084110,44.79,1.32
20151201,082850,,0.49
20151201,079970,,0.34
20151201,084650,,0.87
20151201,094970,8.79,0.33
20151201,093640,,1.51
20151201,089230,,0.97
20151201,085670,13.12,1.19
20151201,084990,,1.61
20151201,092040,,1.51
20151201,086390,,3.12
20151201,094940,37.32,1.68
20151201,095270,,1.22
20151201,089140,,0.2
20151201,099410,10.96,1.51
20151201,095500,21.97,1.08
20151201,100030,9.82,0.95
20151201,101140,8.16,0.75
20151201,101330,9.87,0.2
20151201,096690,,0.41
20151201,096760,7.28,1.04
20151201,102280,,0.74
20151201,103660,,
20151201,104200,,0.65
20151201,114920,,
20151201,115530,,4.94
20151201,122690,,0.26
20151201,104480,,0.12
20151201,121060,,
20151201,119500,18.45,0.71
20151201,130500,12.69,0.43
20151201,126340,,4.2
20151201,130580,6.6,0.77
20151201,136660,,
20151201,137940,,0.32
20151201,138360,4.03,0.78
20151201,150900,40.18,1.69
20151201,142760,,2.27
20151201,148250,,1.58
20151201,185490,,1.08
20151201,140660,,
20151201,186230,,1.26
20151201,190510,10.89,1.52
20151201,189690,12.63,0.74
20151201,199800,65.17,10.46
20151201,200230,,0.69
20151201,223220,,
20151201,208890,,
20151201,200670,13.76,2.02
20151201,215360,11.21,0.65
20151201,203690,,2.52
20151201,225220,,0.53
20151201,205500,,4.52
20151201,217190,41.31,1.45
20151201,221800,,1.61
20151202,000145,6.45,0.45
20151202,001000,,4.06
20151202,001470,,
20151202,000227,40.12,1.54
20151202,001067,29.19,4.56
20151202,001525,,1.31
20151202,001380,28.26,0.51
20151202,000545,3.0,0.51
20151202,001540,16.69,0.54
20151202,002787,467.06,4.43
20151202,002460,11.65,0.25
20151202,003075,28.45,0.54
20151202,002820,,0.14
20151202,003160,45.86,3.74
20151202,004650,7.04,0.54
20151202,004545,,2.15
20151202,002630,,0.99
20151202,003680,22.28,0.42
20151202,001810,9.68,0.15
20151202,004830,13.01,0.8
20151202,004700,44.08,0.47
20151202,008250,,0.24
20151202,007820,13.33,1.3
20151202,010780,,0.39
20151202,005965,,0.89
20151202,006050,15.62,0.8
20151202,008290,,1.12
20151202,009190,,0.83
20151202,006090,7.53,0.37
20151202,013720,,0.73
20151202,011080,,0.8
20151202,017000,19.96,0.24
20151202,014190,14.86,0.45
20151202,017550,9.69,0.56
20151202,018290,7.64,3.11
20151202,014200,,0.57
20151202,017390,8.44,0.23
20151202,015020,,0.55
20151202,019660,,2.75
20151202,018310,8.27,0.44
20151202,012320,5.19,0.23
20151202,023960,35.62,0.9
20151202,020760,,1.52
20151202,025620,,2.59
20151202,027740,,1.25
20151202,026890,177.24,1.56
20151202,023160,14.73,1.07
20151202,031310,,0.24
20151202,028300,,14.18
20151202,031430,37.97,0.4
20151202,031860,,0.32
20151202,032580,,0.84
20151202,033170,,1.34
20151202,033050,11.19,0.43
20151202,033500,19.21,4.26
20151202,033920,4.85,0.36
20151202,034230,17.7,0.86
20151202,033340,,2.63
20151202,033250,5.45,0.77
20151202,032190,3.97,0.44
20151202,032820,44.01,5.17
20151202,035890,3.18,0.3
20151202,038070,30.44,0.64
20151202,035620,,0.47
20151202,035810,12.85,0.38
20151202,037400,,0.17
20151202,041960,101.55,6.15
20151202,040350,,1.23
20151202,042040,,0.53
20151202,043710,,1.32
20151202,042660,44.73,7.44
20151202,045510,24.76,0.73
20151202,043150,7.44,0.67
20151202,046970,,1.51
20151202,048770,,0.85
20151202,044380,,0.91
20151202,047050,20.76,1.37
20151202,046120,11.74,1.65
20151202,048530,,1.37
20151202,050120,3.99,0.47
20151202,049630,,1.73
20151202,051600,16.84,1.75
20151202,051370,6.13,0.72
20151202,053280,,0.43
20151202,052400,17.28,3.13
20151202,052260,,0.95
20151202,051490,26.48,0.54
20151202,053270,3.95,0.42
20151202,059210,8.48,1.43
20151202,053300,17.46,1.2
20151202,058820,,1.28
20151202,063440,10.62,1.14
20151202,064240,,0.87
20151202,065420,,2.29
20151202,064480,,1.25
20151202,065770,,0.99
20151202,065170,,0.77
20151202,065150,,1.45
20151202,064550,,1.68
20151202,065500,,2.12
20151202,066700,,0.74
20151202,066430,105.08,1.16
20151202,065950,,0.83
20151202,068330,16.47,0.97
20151202,066590,,1.2
20151202,066790,,2.72
20151202,067630,,1.61
20151202,069260,12.3,0.78
20151202,072470,,0.5
20151202,076340,,
20151202,079550,28.97,6.51
20151202,083660,,3.34
20151202,080220,55.7,3.41
20151202,079970,,0.34
20151202,082850,,0.49
20151202,084110,44.79,1.32
