id,date,ticker,PBR,PER,status
20150129_001290,20150129,001290,0.38,,OK
20150129_002820,20150129,002820,0.14,,OK
20150129_009810,20150129,009810,0.58,4.01,OK
20150129_007460,20150129,007460,1.27,,OK
20150129_009460,20150129,009460,0.36,,OK
20150129_014915,20150129,014915,2.25,52.07,OK
20150129_014940,20150129,014940,3.42,15.16,OK
20150129_097520,20150129,097520,1.31,8.39,OK
20150129_090435,20150129,090435,0.56,23.11,OK
20150129_023900,20150129,023900,0.69,11.79,OK
20150129_108860,20150129,108860,2.96,,OK
20150129_127120,20150129,127120,14.28,,OK
20150129_210540,20150129,210540,0.46,6.44,OK
20150130_006220,20150130,006220,0.73,33.76,OK
20150130_004980,20150130,004980,0.42,10.78,OK
20150130_024840,20150130,024840,0.49,,OK
20150130_018700,20150130,018700,1.06,,OK
20150130_027580,20150130,027580,0.94,,OK
20150130_032685,20150130,032685,12.75,,OK
20150130_109960,20150130,109960,0.19,,OK
20150130_138070,20150130,138070,0.46,,OK
20150130_194480,20150130,194480,2.33,13.63,OK
20150202_005690,20150202,005690,10.24,50.14,OK
20150202_032980,20150202,032980,0.83,,OK
20150202_002780,20150202,002780,0.35,37.12,OK
20150202_037950,20150202,037950,0.84,20.64,OK
20150202_034230,20150202,034230,0.86,17.7,OK
20150202_058630,20150202,058630,0.9,7.56,OK
20150202_073570,20150202,073570,0.85,,OK
20150202_060250,20150202,060250,2.08,14.67,OK
20150202_094360,20150202,094360,4.11,39.97,OK
20150202_101140,20150202,101140,0.75,8.16,OK
20150202_101490,20150202,101490,4.4,32.46,OK
20150202_108860,20150202,108860,2.96,,OK
20150202_105550,20150202,105550,0.92,19.4,OK
20150202_179720,20150202,179720,,,OK
20150202_121890,20150202,121890,2.04,,OK
20150203_010280,20150203,010280,0.85,6.41,OK
20150203_014190,20150203,014190,0.45,14.86,OK
20150203_009190,20150203,009190,0.83,,OK
20150203_019210,20150203,019210,0.48,15.61,OK
20150203_020400,20150203,020400,0.42,,OK
20150203_024840,20150203,024840,0.49,,OK
20150203_035620,20150203,035620,0.47,,OK
20150203_043910,20150203,043910,0.79,,OK
20150203_063160,20150203,063160,0.87,60.47,OK
20150203_065060,20150203,065060,0.33,,OK
20150203_060250,20150203,060250,2.08,14.67,OK
20150203_071950,20150203,071950,,,OK
20150203_083660,20150203,083660,3.34,,OK
20150203_093640,20150203,093640,1.51,,OK
20150203_094360,20150203,094360,4.11,39.97,OK
20150203_090710,20150203,090710,5.49,394.38,OK
20150203_138070,20150203,138070,0.46,,OK
20150203_101330,20150203,101330,0.2,9.87,OK
20150203_199150,20150203,199150,,,OK
20150203_203400,20150203,203400,14.78,,OK
20150203_196170,20150203,196170,82.81,299.32,OK
20150204_001067,20150204,001067,4.56,29.19,OK
20150204_001525,20150204,001525,1.31,,OK
20150204_010470,20150204,010470,0.53,6.38,OK
20150204_007460,20150204,007460,1.27,,OK
20150204_007770,20150204,007770,0.28,,OK
20150204_015260,20150204,015260,1.03,,OK
20150204_025620,20150204,025620,2.59,,OK
20150204_041920,20150204,041920,0.76,33.31,OK
20150204_063080,20150204,063080,0.53,,OK
20150204_086890,20150204,086890,1.65,5.87,OK
20150204_084670,20150204,084670,0.38,,OK
20150204_101330,20150204,101330,0.2,9.87,OK
20150204_097800,20150204,097800,1.11,,OK
20150204_094360,20150204,094360,4.11,39.97,OK
20150204_109070,20150204,109070,1.7,11.95,OK
20150204_123690,20150204,123690,5.0,41.3,OK
20150204_196490,20150204,196490,,,OK
20150204_131100,20150204,131100,0.55,1314.0,OK
20150205_002995,20150205,002995,1.69,,OK
20150205_007770,20150205,007770,0.28,,OK
20150205_024900,20150205,024900,0.68,7.93,OK
20150205_030960,20150205,030960,0.64,,OK
20150205_009190,20150205,009190,0.83,,OK
20150205_047770,20150205,047770,1.6,46.37,OK
20150205_041910,20150205,041910,0.63,17.71,OK
20150205_049120,20150205,049120,1.3,,OK
20150205_054630,20150205,054630,2.31,,OK
20150205_078340,20150205,078340,0.38,,OK
20150205_063080,20150205,063080,0.53,,OK
20150205_093640,20150205,093640,1.51,,OK
20150205_112040,20150205,112040,2.19,4.66,OK
20150205_123690,20150205,123690,5.0,41.3,OK
20150205_203400,20150205,203400,14.78,,OK
20150205_115610,20150205,115610,3.88,,OK
20150206_004770,20150206,004770,0.65,12.69,OK
20150206_001067,20150206,001067,4.56,29.19,OK
20150206_007770,20150206,007770,0.28,,OK
20150206_005110,20150206,005110,1.24,0.46,OK
20150206_009070,20150206,009070,0.51,7.4,OK
20150206_026960,20150206,026960,1.58,18.79,OK
20150206_014470,20150206,014470,0.43,8.2,OK
20150206_027050,20150206,027050,0.8,103.41,OK
20150206_037950,20150206,037950,0.84,20.64,OK
20150206_079190,20150206,079190,1.08,,OK
20150206_047770,20150206,047770,1.6,46.37,OK
20150206_093640,20150206,093640,1.51,,OK
20150206_114810,20150206,114810,2.08,16.06,OK
20150206_094360,20150206,094360,4.11,39.97,OK
20150206_900070,20150206,900070,0.21,5.93,OK
20150209_004415,20150209,004415,21.07,,OK
20150209_000440,20150209,000440,1.3,,OK
20150209_005870,20150209,005870,0.6,,OK
20150209_007120,20150209,007120,0.44,,OK
20150209_009190,20150209,009190,0.83,,OK
20150209_020400,20150209,020400,0.42,,OK
20150209_014940,20150209,014940,3.42,15.16,OK
20150209_010820,20150209,010820,2.9,13.61,OK
20150209_024840,20150209,024840,0.49,,OK
20150209_035460,20150209,035460,0.53,3.73,OK
20150209_049430,20150209,049430,0.41,4.17,OK
20150209_063170,20150209,063170,1.09,,OK
20150209_069920,20150209,069920,1.01,,OK
20150209_094360,20150209,094360,4.11,39.97,OK
20150209_068270,20150209,068270,2.31,82.29,OK
20150209_078160,20150209,078160,2.96,,OK
20150209_114810,20150209,114810,2.08,16.06,OK
20150209_199150,20150209,199150,,,OK
20150209_200470,20150209,200470,4.03,,OK
20150210_002780,20150210,002780,0.35,37.12,OK
20150209_203400,20150209,203400,14.78,,OK
20150209_200710,20150209,200710,2.28,,OK
20150210_004105,20150210,004105,1.17,,OK
20150210_003350,20150210,003350,2.14,9.09,OK
20150210_023450,20150210,023450,2.04,21.51,OK
20150210_009140,20150210,009140,0.34,16.73,OK
20150210_036930,20150210,036930,2.28,15.31,OK
20150210_039440,20150210,039440,1.21,14.42,OK
20150210_048410,20150210,048410,4.21,,OK
20150210_068270,20150210,068270,2.31,82.29,OK
20150210_078130,20150210,078130,3.31,,OK
20150210_074610,20150210,074610,1.89,,OK
20150210_078520,20150210,078520,2.68,16.51,OK
20150210_199150,20150210,199150,,,OK
20150211_000650,20150211,000650,4.08,,OK
20150210_140660,20150210,140660,,,OK
20150211_001770,20150211,001770,0.39,8.31,OK
20150211_003350,20150211,003350,2.14,9.09,OK
20150211_000810,20150211,000810,1.25,12.24,OK
20150211_002360,20150211,002360,0.55,,OK
20150211_008350,20150211,008350,0.43,,OK
20150211_013720,20150211,013720,0.73,,OK
20150211_014280,20150211,014280,0.37,,OK
20150211_014940,20150211,014940,3.42,15.16,OK
20150211_015710,20150211,015710,0.47,10.98,OK
20150211_023450,20150211,023450,2.04,21.51,OK
20150211_018310,20150211,018310,0.44,8.27,OK
20150211_036930,20150211,036930,2.28,15.31,OK
20150211_031310,20150211,031310,0.24,,OK
20150211_047770,20150211,047770,1.6,46.37,OK
20150211_049720,20150211,049720,2.6,11.16,OK
20150211_060240,20150211,060240,2.6,,OK
20150211_060260,20150211,060260,0.79,22.09,OK
20150211_079190,20150211,079190,1.08,,OK
20150211_078130,20150211,078130,3.31,,OK
20150211_094480,20150211,094480,3.01,88.42,OK
20150211_101140,20150211,101140,0.75,8.16,OK
20150211_140660,20150211,140660,,,OK
20150211_127120,20150211,127120,14.28,,OK
20150211_106520,20150211,106520,0.92,,OK
20150211_178600,20150211,178600,,,OK
20150211_213420,20150211,213420,2.32,21.83,OK
20150212_000400,20150212,000400,0.98,41.26,OK
20150212_006390,20150212,006390,0.8,6.63,OK
20150212_002070,20150212,002070,0.3,30.36,OK
20150212_002020,20150212,002020,0.34,,OK
20150212_007530,20150212,007530,1.15,15.54,OK
20150212_009540,20150212,009540,2.45,19.06,OK
20150212_019660,20150212,019660,2.75,,OK
20150212_015710,20150212,015710,0.47,10.98,OK
20150212_010620,20150212,010620,3.83,55.63,OK
20150212_036220,20150212,036220,0.62,,OK
20150212_028670,20150212,028670,0.38,6.93,OK
20150212_060260,20150212,060260,0.79,22.09,OK
20150212_060240,20150212,060240,2.6,,OK
20150212_069640,20150212,069640,0.86,,OK
20150212_079170,20150212,079170,0.5,5.32,OK
20150212_115480,20150212,115480,0.57,,OK
20150212_189860,20150212,189860,1.31,,OK
20150213_002870,20150213,002870,0.43,,OK
20150213_007280,20150213,007280,0.46,24.5,OK
20150213_008350,20150213,008350,0.43,,OK
20150213_019660,20150213,019660,2.75,,OK
20150213_010600,20150213,010600,2.85,,OK
20150213_010820,20150213,010820,2.9,13.61,OK
20150213_034830,20150213,034830,0.29,24.98,OK
20150213_038010,20150213,038010,0.38,3.64,OK
20150213_134060,20150213,134060,0.69,11.33,OK
20150213_042040,20150213,042040,0.53,,OK
20150213_038070,20150213,038070,0.64,30.44,OK
20150213_137950,20150213,137950,0.43,12.51,OK
20150213_176750,20150213,176750,5.82,31.19,OK
20150216_001525,20150216,001525,1.31,,OK
20150216_000880,20150216,000880,0.74,7.22,OK
20150216_000210,20150216,000210,0.21,,OK
20150216_002410,20150216,002410,,,OK
20150216_001780,20150216,001780,0.61,18.65,OK
20150216_013580,20150216,013580,0.17,2.6,OK
20150216_012800,20150216,012800,0.33,49.2,OK
20150216_004090,20150216,004090,0.87,13.73,OK
20150216_030960,20150216,030960,0.64,,OK
20150216_025870,20150216,025870,1.4,,OK
20150216_032860,20150216,032860,1.18,,OK
20150216_043220,20150216,043220,0.61,,OK
20150216_047040,20150216,047040,0.33,21.96,OK
20150216_059100,20150216,059100,0.72,6.78,OK
20150216_067080,20150216,067080,4.1,458.86,OK
20150216_089890,20150216,089890,7.02,143.9,OK
20150216_101680,20150216,101680,0.49,,OK
20150216_140660,20150216,140660,,,OK
20150217_000400,20150217,000400,0.98,41.26,OK
20150217_001140,20150217,001140,25.73,,OK
20150217_003470,20150217,003470,0.46,12.09,OK
20150217_002420,20150217,002420,1.2,,OK
20150217_005965,20150217,005965,0.89,,OK
20150217_006390,20150217,006390,0.8,6.63,OK
20150217_011810,20150217,011810,3.62,,OK
20150217_009810,20150217,009810,0.58,4.01,OK
20150217_032190,20150217,032190,0.44,3.97,OK
20150217_023450,20150217,023450,2.04,21.51,OK
20150217_089140,20150217,089140,0.2,,OK
20150217_078130,20150217,078130,3.31,,OK
20150217_098660,20150217,098660,0.85,,OK
20150217_107640,20150217,107640,5.73,29.58,OK
20150217_159910,20150217,159910,1.67,,OK
20150217_130500,20150217,130500,0.43,12.69,OK
20150223_005257,20150223,005257,1.13,10.34,OK
20150217_115450,20150217,115450,1.93,,OK
20150217_191420,20150217,191420,2.29,,OK
20150223_006390,20150223,006390,0.8,6.63,OK
20150223_013360,20150223,013360,1.01,,OK
20150223_014820,20150223,014820,0.95,13.03,OK
20150223_030960,20150223,030960,0.64,,OK
20150223_018310,20150223,018310,0.44,8.27,OK
20150223_042660,20150223,042660,7.44,44.73,OK
20150223_033560,20150223,033560,0.3,4.2,OK
20150223_067000,20150223,067000,1.33,,OK
20150223_083790,20150223,083790,1.67,,OK
20150223_097520,20150223,097520,1.31,8.39,OK
20150223_107640,20150223,107640,5.73,29.58,OK
20150223_159910,20150223,159910,1.67,,OK
20150223_137950,20150223,137950,0.43,12.51,OK
20150223_176750,20150223,176750,5.82,31.19,OK
20150223_180400,20150223,180400,32.11,,OK
20150224_000215,20150224,000215,0.14,,OK
20150224_001470,20150224,001470,,,OK
20150224_000230,20150224,000230,1.17,2.62,OK
20150224_001550,20150224,001550,0.96,18.99,OK
20150224_001520,20150224,001520,0.23,,OK
20150224_003080,20150224,003080,0.3,1.3,OK
20150224_003680,20150224,003680,0.42,22.28,OK
20150224_008250,20150224,008250,0.24,,OK
20150224_010620,20150224,010620,3.83,55.63,OK
20150224_021650,20150224,021650,0.37,4.8,OK
20150224_025750,20150224,025750,0.4,,OK
20150224_025620,20150224,025620,2.59,,OK
20150224_036180,20150224,036180,1.89,,OK
20150224_025870,20150224,025870,1.4,,OK
20150224_038010,20150224,038010,0.38,3.64,OK
20150224_042040,20150224,042040,0.53,,OK
20150224_043910,20150224,043910,0.79,,OK
20150224_056730,20150224,056730,0.62,,OK
20150224_053700,20150224,053700,0.21,2.71,OK
20150224_064550,20150224,064550,1.68,,OK
20150224_066900,20150224,066900,0.62,,OK
20150224_074610,20150224,074610,1.89,,OK
20150224_089140,20150224,089140,0.2,,OK
20150224_097520,20150224,097520,1.31,8.39,OK
20150224_159910,20150224,159910,1.67,,OK
20150224_096630,20150224,096630,0.78,,OK
20150225_002410,20150225,002410,,,OK
20150225_024900,20150225,024900,0.68,7.93,OK
20150225_004270,20150225,004270,0.23,9.41,OK
20150225_027050,20150225,027050,0.8,103.41,OK
20150225_036030,20150225,036030,0.88,7.68,OK
20150225_036200,20150225,036200,1.26,26.43,OK
20150225_037230,20150225,037230,0.49,12.56,OK
20150225_037400,20150225,037400,0.17,,OK
20150225_049630,20150225,049630,1.73,,OK
20150225_059090,20150225,059090,3.87,12.22,OK
20150225_065770,20150225,065770,0.99,,OK
20150225_069920,20150225,069920,1.01,,OK
20150225_079170,20150225,079170,0.5,5.32,OK
20150225_096630,20150225,096630,0.78,,OK
20150225_091700,20150225,091700,0.72,13.89,OK
20150225_115450,20150225,115450,1.93,,OK
20150225_102710,20150225,102710,1.61,15.03,OK
20150225_104040,20150225,104040,0.55,,OK
20150225_185190,20150225,185190,,,OK
20150225_126340,20150225,126340,4.2,,OK
20150226_002220,20150226,002220,0.62,355.83,OK
20150225_198940,20150225,198940,0.56,,OK
20150226_023960,20150226,023960,0.9,35.62,OK
20150226_025750,20150226,025750,0.4,,OK
20150226_019660,20150226,019660,2.75,,OK
20150226_029480,20150226,029480,0.55,,OK
20150226_030960,20150226,030960,0.64,,OK
20150226_036010,20150226,036010,0.93,,OK
20150226_037400,20150226,037400,0.17,,OK
20150226_045510,20150226,045510,0.73,24.76,OK
20150226_046890,20150226,046890,0.57,,OK
20150226_057880,20150226,057880,,,OK
20150226_068760,20150226,068760,6.51,82.47,OK
20150226_064850,20150226,064850,1.53,16.54,OK
20150226_069920,20150226,069920,1.01,,OK
20150226_090710,20150226,090710,5.49,394.38,OK
20150226_096630,20150226,096630,0.78,,OK
20150226_096870,20150226,096870,1.15,37.93,OK
20150226_097230,20150226,097230,5.44,59.55,OK
20150226_101670,20150226,101670,2.22,,OK
20150226_115450,20150226,115450,1.93,,OK
20150226_191420,20150226,191420,2.29,,OK
20150226_180400,20150226,180400,32.11,,OK
20150227_002995,20150227,002995,1.69,,OK
20150227_004545,20150227,004545,2.15,,OK
20150227_002990,20150227,002990,0.52,,OK
20150227_013360,20150227,013360,1.01,,OK
20150227_014100,20150227,014100,0.3,,OK
20150227_014970,20150227,014970,1.7,,OK
20150227_017000,20150227,017000,0.24,19.96,OK
20150227_014990,20150227,014990,1.67,,OK
20150227_037950,20150227,037950,0.84,20.64,OK
20150227_041920,20150227,041920,0.76,33.31,OK
20150227_060240,20150227,060240,2.6,,OK
20150227_049070,20150227,049070,0.38,,OK
20150227_051160,20150227,051160,0.66,5.79,OK
20150227_068330,20150227,068330,0.97,16.47,OK
20150227_068760,20150227,068760,6.51,82.47,OK
20150227_101670,20150227,101670,2.22,,OK
20150227_168330,20150227,168330,2.81,,OK
20150302_001140,20150302,001140,25.73,,OK
20150302_003075,20150302,003075,0.54,28.45,OK
20150302_001360,20150302,001360,0.7,1.43,OK
20150302_004545,20150302,004545,2.15,,OK
20150302_007530,20150302,007530,1.15,15.54,OK
20150302_011930,20150302,011930,1.52,,OK
20150302_014100,20150302,014100,0.3,,OK
20150302_016380,20150302,016380,0.25,2.9,OK
20150302_023770,20150302,023770,1.82,,OK
20150302_032980,20150302,032980,0.83,,OK
20150302_025950,20150302,025950,1.23,72.32,OK
20150302_036620,20150302,036620,4.31,16.88,OK
20150302_038620,20150302,038620,0.45,22.2,OK
20150302_043910,20150302,043910,0.79,,OK
20150302_054670,20150302,054670,0.71,9.0,OK
20150302_066700,20150302,066700,0.74,,OK
20150302_059090,20150302,059090,3.87,12.22,OK
20150302_075970,20150302,075970,0.53,32.75,OK
20150302_092220,20150302,092220,0.43,,OK
20150302_101490,20150302,101490,4.4,32.46,OK
20150302_115570,20150302,115570,0.33,,OK
20150302_108230,20150302,108230,0.4,,OK
20150302_171010,20150302,171010,1.3,,OK
20150302_124500,20150302,124500,4.84,25.49,OK
20150302_199150,20150302,199150,,,OK
20150302_203400,20150302,203400,14.78,,OK
20150303_005960,20150303,005960,0.27,,OK
20150303_000227,20150303,000227,1.54,40.12,OK
20150303_013720,20150303,013720,0.73,,OK
20150303_008290,20150303,008290,1.12,,OK
20150303_014100,20150303,014100,0.3,,OK
20150303_021045,20150303,021045,1.35,,OK
20150303_023770,20150303,023770,1.82,,OK
20150303_026910,20150303,026910,0.72,3.39,OK
20150303_024800,20150303,024800,0.15,1.97,OK
20150303_079170,20150303,079170,0.5,5.32,OK
20150303_038620,20150303,038620,0.45,22.2,OK
20150303_090150,20150303,090150,0.8,,OK
20150303_082660,20150303,082660,7.74,,OK
20150303_089140,20150303,089140,0.2,,OK
20150303_123840,20150303,123840,0.41,,OK
20150303_113810,20150303,113810,1.21,9.07,OK
20150304_002787,20150304,002787,4.43,467.06,OK
20150304_000860,20150304,000860,0.25,24.3,OK
20150303_131100,20150303,131100,0.55,1314.0,OK
20150304_009440,20150304,009440,0.12,,OK
20150304_008355,20150304,008355,5.12,,OK
20150304_017000,20150304,017000,0.24,19.96,OK
20150304_012620,20150304,012620,0.2,3.97,OK
20150304_014130,20150304,014130,0.44,3.22,OK
20150304_045510,20150304,045510,0.73,24.76,OK
20150304_060260,20150304,060260,0.79,22.09,OK
20150304_066430,20150304,066430,1.16,105.08,OK
20150304_058450,20150304,058450,1.02,,OK
20150304_099220,20150304,099220,0.91,,OK
20150304_104040,20150304,104040,0.55,,OK
20150304_149010,20150304,149010,,,OK
20150304_187220,20150304,187220,0.32,6.19,OK
20150304_168330,20150304,168330,2.81,,OK
20150304_177350,20150304,177350,0.63,2.72,OK
20150304_200780,20150304,200780,0.59,,OK
20150304_200350,20150304,200350,1.39,,OK
20150305_000545,20150305,000545,0.51,3.0,OK
20150304_900110,20150304,900110,0.1,4.94,OK
20150305_000760,20150305,000760,0.25,,OK
20150305_001000,20150305,001000,4.06,,OK
20150305_002360,20150305,002360,0.55,,OK
20150305_004255,20150305,004255,0.21,1.43,OK
20150305_003580,20150305,003580,1.56,,OK
20150305_004590,20150305,004590,0.39,3.97,OK
20150305_004835,20150305,004835,1.16,18.81,OK
20150305_005750,20150305,005750,0.44,10.75,OK
20150305_007530,20150305,007530,1.15,15.54,OK
20150305_008930,20150305,008930,3.02,43.97,OK
20150305_029480,20150305,029480,0.55,,OK
20150305_026910,20150305,026910,0.72,3.39,OK
20150305_025530,20150305,025530,0.3,8.71,OK
20150305_038070,20150305,038070,0.64,30.44,OK
20150305_036200,20150305,036200,1.26,26.43,OK
20150305_066430,20150305,066430,1.16,105.08,OK
20150305_067310,20150305,067310,5.2,336.59,OK
20150305_069920,20150305,069920,1.01,,OK
20150305_068330,20150305,068330,0.97,16.47,OK
20150305_090710,20150305,090710,5.49,394.38,OK
20150305_080220,20150305,080220,3.41,55.7,OK
20150305_092460,20150305,092460,1.44,14.75,OK
20150305_101160,20150305,101160,1.3,14.05,OK
20150305_101330,20150305,101330,0.2,9.87,OK
20150305_104040,20150305,104040,0.55,,OK
20150305_148250,20150305,148250,1.58,,OK
20150305_176750,20150305,176750,5.82,31.19,OK
20150306_002787,20150306,002787,4.43,467.06,OK
20150306_003060,20150306,003060,0.41,,OK
20150305_900110,20150305,900110,0.1,4.94,OK
20150306_007530,20150306,007530,1.15,15.54,OK
20150306_003960,20150306,003960,0.43,5.18,OK
20150306_008290,20150306,008290,1.12,,OK
20150306_010620,20150306,010620,3.83,55.63,OK
20150306_010060,20150306,010060,0.56,,OK
20150306_032080,20150306,032080,0.23,33.6,OK
20150306_036200,20150306,036200,1.26,26.43,OK
20150306_046310,20150306,046310,0.68,4.48,OK
20150306_042940,20150306,042940,0.43,,OK
20150306_064850,20150306,064850,1.53,16.54,OK
