date,code,PER,PBR
20151224,220180,60.0,0.6
20151224,208890,,
20151228,001420,28.0,0.56
20151224,223220,,
20151228,001270,21.8,0.75
20151224,234070,,
20151224,217880,,
20151224,206400,,0.91
20151228,000150,,10.67
20151228,001465,10.38,0.34
20151224,225530,,1.1
20151228,001067,29.19,4.56
20151224,217730,,2.91
20151228,000640,7.82,0.62
20151224,206560,,3.17
20151224,222040,,1.28
20151224,206640,12.12,1.3
20151228,001470,,
20151224,211050,9.33,3.39
20151228,001060,11.63,1.82
20151228,001630,8.69,0.36
20151228,001755,5.0,0.44
20151228,002990,,0.52
20151228,001810,9.68,0.15
20151228,004830,13.01,0.8
20151228,002620,,0.38
20151228,002460,11.65,0.25
20151228,005250,6.63,0.72
20151228,003060,,0.41
20151228,004700,44.08,0.47
20151228,002995,,1.69
20151228,006060,7.68,0.56
20151228,006280,20.37,1.15
20151228,006740,,0.49
20151228,005860,23.8,0.77
20151228,005740,5.09,0.29
20151228,005940,9.46,0.84
20151228,005870,,0.6
20151228,005850,5.2,0.66
20151228,006800,13.92,1.1
20151228,007390,,25.1
20151228,006980,1.89,0.21
20151228,008290,,1.12
20151228,007720,,0.77
20151228,007540,13.86,0.47
20151228,007980,2.03,0.3
20151228,007700,7.07,0.31
20151228,009190,,0.83
20151228,008930,43.97,3.02
20151228,009420,1076.74,15.05
20151228,010820,13.61,2.9
20151228,013360,,1.01
20151228,009460,,0.36
20151228,017800,11.8,2.18
20151228,020180,4.76,1.04
20151228,014820,13.03,0.95
20151228,015710,10.98,0.47
20151228,019570,,0.49
20151228,013810,,0.81
20151228,021880,52.0,0.71
20151228,023150,,0.48
20151228,019490,,3.22
20151228,025890,20.51,0.58
20151228,027410,4.35,0.21
20151228,024060,401.0,2.24
20151228,026910,3.39,0.72
20151228,025900,,0.5
20151228,025950,72.32,1.23
20151228,027970,774.0,0.33
20151228,028050,8.77,1.14
20151228,029480,,0.55
20151228,028300,,14.18
20151228,031820,6.8,0.35
20151228,029780,9.29,0.64
20151228,033270,9.23,0.67
20151228,036630,,0.46
20151228,032980,,0.83
20151228,034020,,6.58
20151228,032750,4.34,0.31
20151228,039840,,1.13
20151228,039200,419.82,14.88
20151228,041920,33.31,0.76
20151228,041590,,2.99
20151228,042500,6.75,0.65
20151228,041960,101.55,6.15
20151228,046970,,1.51
20151228,041910,17.71,0.63
20151228,047770,46.37,1.6
20151228,046210,40.56,0.96
20151228,047560,,3.37
20151228,047810,56.76,5.42
20151228,047920,94.55,4.44
20151228,040160,,0.51
20151228,049120,,1.3
20151228,048830,,0.46
20151228,048870,,1.02
20151228,051380,99.55,0.75
20151228,052690,35.17,5.78
20151228,053270,3.95,0.42
20151228,053260,,0.51
20151228,053030,,2.51
20151228,057680,,0.45
20151228,054300,10.65,0.89
20151228,053800,14.92,1.56
20151228,053980,8.43,0.61
20151228,058450,,1.02
20151228,058110,,0.78
20151228,052020,,7.24
20151228,064090,,0.83
20151228,063160,60.47,0.87
20151228,065450,25.14,1.8
20151228,067080,458.86,4.1
20151228,064240,,0.87
20151228,072950,6.67,0.5
20151228,069620,21.55,1.93
20151228,073570,,0.85
20151228,068270,82.29,2.31
20151228,078160,,2.96
20151228,071950,,
20151228,084990,,1.61
20151228,082210,1.96,0.79
20151228,092040,,1.51
20151228,089980,28.13,1.37
20151228,087600,,0.44
20151228,086040,,1.1
20151228,092870,,1.05
20151228,090350,7.83,0.42
20151228,093920,8.68,0.49
20151228,094860,,0.91
20151228,096530,,1.19
20151228,096760,7.28,1.04
20151228,094940,37.32,1.68
20151228,097520,8.39,1.31
20151228,096690,,0.41
20151228,102940,,1.45
20151228,100250,20.58,0.5
20151228,101670,,2.22
20151228,106080,,1.2
20151228,097800,,1.11
20151228,104700,59.18,0.44
20151228,106520,,0.92
20151228,115530,,4.94
20151228,111870,,0.7
20151228,117670,,1.39
20151228,119830,8.55,0.73
20151228,107640,29.58,5.73
20151228,115450,,1.93
20151228,128660,13.72,0.93
20151228,126700,18.44,0.73
20151228,123840,,0.41
20151228,123010,,1.27
20151228,136660,,
20151228,128940,52.39,4.93
20151228,137940,,0.32
20151228,149010,,
20151228,140410,,52.34
20151228,138360,4.03,0.78
20151228,140860,32.26,7.07
20151228,170900,,0.73
20151228,180640,15.74,2.05
20151228,140910,,
20151228,182400,,28.79
20151228,183490,,0.51
20151228,185750,18.65,1.19
20151228,190510,10.89,1.52
20151228,206640,12.12,1.3
20151228,191410,,0.87
20151228,208710,,0.72
20151228,208890,,
20151228,199150,,
20151228,200780,,0.59
20151228,196170,299.32,82.81
20151228,206560,,3.17
20151228,214370,116.13,14.6
20151228,217190,41.31,1.45
20151228,214390,376.47,1.08
20151228,217880,,
20151228,223220,,
20151228,217730,,2.91
20151228,219130,77.43,2.18
20151228,220180,60.0,0.6
20151228,222980,,1.03
20151228,222040,,1.28
20151228,234070,,
20151228,225530,,1.1
20151229,001200,6.39,0.29
20151228,223310,,2.72
20151229,000640,7.82,0.62
20151229,001630,8.69,0.36
20151229,001470,,
20151229,001465,10.38,0.34
20151229,001810,9.68,0.15
20151229,002990,,0.52
20151229,002620,,0.38
20151229,002995,,1.69
20151229,003310,6.24,0.61
20151229,003280,10.8,1.82
20151229,003060,,0.41
20151229,004700,44.08,0.47
20151229,003480,2.16,0.3
20151229,005860,23.8,0.77
20151229,005740,5.09,0.29
20151229,005960,,0.27
20151229,004710,20.03,0.54
20151229,005870,,0.6
20151229,005940,9.46,0.84
20151229,006740,,0.49
20151229,006280,20.37,1.15
20151229,006050,15.62,0.8
20151229,006840,,0.24
20151229,006920,119.8,0.99
20151229,009190,,0.83
20151229,006800,13.92,1.1
20151229,007700,7.07,0.31
20151229,008250,,0.24
20151229,009440,,0.12
20151229,009450,8.19,1.33
20151229,009730,,0.86
20151229,011200,4.48,0.77
20151229,012800,49.2,0.33
20151229,009835,,0.42
20151229,016250,,0.17
20151229,013360,,1.01
20151229,015260,,1.03
20151229,019490,,3.22
20151229,017800,11.8,2.18
20151229,023150,,0.48
20151229,019570,,0.49
20151229,012630,4.83,0.32
20151229,027410,4.35,0.21
20151229,025440,,0.5
20151229,025890,20.51,0.58
20151229,023440,,1.52
20151229,019660,,2.75
20151229,025900,,0.5
20151229,025880,6.26,0.55
20151229,029480,,0.55
20151229,031820,6.8,0.35
20151229,027970,774.0,0.33
20151229,032190,3.97,0.44
20151229,030190,11.37,2.12
20151229,036580,14.58,0.44
20151229,036630,,0.46
20151229,037230,12.56,0.49
20151229,034020,,6.58
20151229,034230,17.7,0.86
20151229,037460,3.22,0.42
20151229,039840,,1.13
20151229,041910,17.71,0.63
20151229,042670,57.59,1.32
20151229,039290,,0.69
20151229,039010,4.93,0.55
20151229,039610,18.54,0.88
20151229,039200,419.82,14.88
20151229,044960,14.84,0.99
20151229,044340,,0.42
20151229,046070,,7.2
20151229,044990,6.93,0.96
20151229,046210,40.56,0.96
20151229,048870,,1.02
20151229,047770,46.37,1.6
20151229,046970,,1.51
20151229,047920,94.55,4.44
20151229,047810,56.76,5.42
20151229,048830,,0.46
20151229,047560,,3.37
20151229,052690,35.17,5.78
20151229,053260,,0.51
20151229,051380,99.55,0.75
20151229,049630,,1.73
20151229,054300,10.65,0.89
20151229,053950,,0.58
20151229,049950,,1.19
20151229,053980,8.43,0.61
20151229,058110,,0.78
20151229,057680,,0.45
20151229,058450,,1.02
20151229,054920,,0.64
20151229,064480,,1.25
20151229,061040,,0.35
20151229,065450,25.14,1.8
20151229,064090,,0.83
20151229,067390,,0.67
20151229,066790,,2.72
20151229,068290,16.68,0.93
20151229,073640,,1.14
20151229,071950,,
20151229,072950,6.67,0.5
20151229,073570,,0.85
20151229,079950,,0.58
20151229,077360,41.69,0.98
20151229,086220,,
20151229,080010,4.69,0.47
20151229,086040,,1.1
20151229,073010,17.93,2.79
20151229,090150,,0.8
20151229,089230,,0.97
20151229,090350,7.83,0.42
20151229,094860,,0.91
20151229,091340,11.28,0.3
20151229,090080,9.65,1.03
20151229,096690,,0.41
20151229,094940,37.32,1.68
20151229,097230,59.55,5.44
20151229,092870,,1.05
20151229,100250,20.58,0.5
20151229,114920,,
20151229,097520,8.39,1.31
20151229,106080,,1.2
20151229,109610,,0.78
20151229,107640,29.58,5.73
20151229,104460,4.14,0.85
20151229,108320,8.38,0.76
20151229,117670,,1.39
20151229,119830,8.55,0.73
20151229,121060,,
20151229,123840,,0.41
20151229,121600,,3.1
20151229,126700,18.44,0.73
20151229,128820,,0.25
20151229,134790,,0.59
20151229,137940,,0.32
20151229,123010,,1.27
20151229,137400,10.19,1.69
20151229,131290,13.77,1.65
20151229,149010,,
20151229,140860,32.26,7.07
20151229,148250,,1.58
20151229,175140,,2.27
20151229,176750,31.19,5.82
20151229,179720,,
20151229,185750,18.65,1.19
20151229,190510,10.89,1.52
20151229,183490,,0.51
20151229,191410,,0.87
20151229,196170,299.32,82.81
20151229,197140,,0.43
20151229,202960,,
20151229,199150,,
20151229,211050,9.33,3.39
20151229,200780,,0.59
20151229,208710,,0.72
20151229,219130,77.43,2.18
20151229,217730,,2.91
20151229,214390,376.47,1.08
20151229,221800,,1.61
20151229,220180,60.0,0.6
20151229,223220,,
20151229,233990,,
20151229,222980,,1.03
20151229,225530,,1.1
20151229,226320,34.72,0.52
20151229,222040,,1.28
20151229,224060,,0.29
20151229,223310,,2.72
20151230,000080,13.73,1.14
20151230,000500,23.53,2.88
20151230,001465,10.38,0.34
20151230,001200,6.39,0.29
20151230,000640,7.82,0.62
20151230,002620,,0.38
20151230,001060,11.63,1.82
20151230,001810,9.68,0.15
20151230,002880,,1.11
20151230,002990,,0.52
20151230,003280,10.8,1.82
20151230,002995,,1.69
20151230,003060,,0.41
20151230,003470,12.09,0.46
20151230,004590,3.97,0.39
20151230,004700,44.08,0.47
20151230,003310,6.24,0.61
20151230,004710,20.03,0.54
20151230,003480,2.16,0.3
20151230,003535,41.0,1.1
20151230,004920,16.42,1.06
20151230,004980,10.78,0.42
20151230,005860,23.8,0.77
20151230,005389,4.57,0.46
20151230,005960,,0.27
20151230,005290,15.79,1.83
20151230,005250,6.63,0.72
20151230,005870,,0.6
20151230,006280,20.37,1.15
20151230,005965,,0.89
20151230,006740,,0.49
20151230,006050,15.62,0.8
20151230,007575,22.11,1.01
20151230,006920,119.8,0.99
20151230,007570,22.23,1.02
20151230,007540,13.86,0.47
20151230,006805,6.38,0.51
20151230,008930,43.97,3.02
20151230,006800,13.92,1.1
20151230,007700,7.07,0.31
20151230,008970,93.48,1.54
20151230,009190,,0.83
20151230,009440,,0.12
20151230,013810,,0.81
20151230,011200,4.48,0.77
20151230,009620,,3.64
20151230,014280,,0.37
20151230,013000,11.97,0.65
20151230,015260,,1.03
20151230,014910,13.43,0.58
20151230,015860,12.95,0.71
20151230,016710,5.62,0.29
20151230,019010,183.85,0.3
20151230,017800,11.8,2.18
20151230,019570,,0.49
20151230,015890,7.14,0.61
20151230,019490,,3.22
20151230,019660,,2.75
20151230,018290,7.64,3.11
20151230,016250,,0.17
20151230,025880,6.26,0.55
20151230,020180,4.76,1.04
20151230,027970,774.0,0.33
20151230,027830,23.33,0.86
20151230,025950,72.32,1.23
20151230,023440,,1.52
20151230,026040,,0.93
20151230,027410,4.35,0.21
20151230,021880,52.0,0.71
20151230,028050,8.77,1.14
20151230,029480,,0.55
20151230,032750,4.34,0.31
20151230,030190,11.37,2.12
20151230,036010,,0.93
20151230,034020,,6.58
20151230,034810,,0.3
20151230,032190,3.97,0.44
20151230,036120,14.76,2.33
20151230,034230,17.7,0.86
20151230,036220,,0.62
20151230,016090,7.61,0.27
20151230,036690,,1.99
20151230,036630,,0.46
20151230,037070,,1.56
20151230,037330,,0.3
20151230,037230,12.56,0.49
20151230,039010,4.93,0.55
20151230,039290,,0.69
20151230,038500,6.84,0.42
20151230,039200,419.82,14.88
20151230,039840,,1.13
20151230,039610,18.54,0.88
20151230,041910,17.71,0.63
20151230,044960,14.84,0.99
20151230,042510,31.6,2.2
20151230,044340,,0.42
20151230,044990,6.93,0.96
20151230,045510,24.76,0.73
20151230,046070,,7.2
20151230,042670,57.59,1.32
20151230,046440,41.75,0.5
20151230,047080,232.0,2.17
20151230,046970,,1.51
20151230,047560,,3.37
20151230,047770,46.37,1.6
20151230,047810,56.76,5.42
20151230,047920,94.55,4.44
20151230,049630,,1.73
20151230,048470,26.05,0.39
20151230,048830,,0.46
20151230,049950,,1.19
20151230,050860,15.32,0.28
20151230,056730,,0.62
20151230,052690,35.17,5.78
20151230,058110,,0.78
20151230,053700,2.71,0.21
20151230,054920,,0.64
20151230,051380,99.55,0.75
20151230,053950,,0.58
20151230,058470,31.39,6.43
20151230,061040,,0.35
20151230,058450,,1.02
20151230,064090,,0.83
20151230,066910,,1.15
20151230,066790,,2.72
20151230,068290,16.68,0.93
20151230,065450,25.14,1.8
20151230,067390,,0.67
20151230,068940,,1.79
20151230,069460,15.03,1.28
20151230,073640,,1.14
20151230,069640,,0.86
20151230,072950,6.67,0.5
20151230,069620,21.55,1.93
20151230,071950,,
20151230,079950,,0.58
20151230,077360,41.69,0.98
20151230,080010,4.69,0.47
20151230,079170,5.32,0.5
20151230,086040,,1.1
20151230,089230,,0.97
20151230,089600,,0.74
20151230,095610,13.75,1.98
20151230,092870,,1.05
20151230,096690,,0.41
20151230,094860,,0.91
20151230,100250,20.58,0.5
20151230,103660,,
20151230,097230,59.55,5.44
20151230,104460,4.14,0.85
20151230,106080,,1.2
20151230,107640,29.58,5.73
20151230,109610,,0.78
20151230,121060,,
20151230,118000,164.5,0.46
20151230,117670,,1.39
20151230,108320,8.38,0.76
20151230,121600,,3.1
20151230,119830,8.55,0.73
20151230,121440,4.72,0.26
20151230,123840,,0.41
20151230,128660,13.72,0.93
20151230,128820,,0.25
20151230,130500,12.69,0.43
20151230,138360,4.03,0.78
20151230,138070,,0.46
20151230,137940,,0.32
20151230,134060,11.33,0.69
20151230,140520,,0.3
20151230,131290,13.77,1.65
20151230,176750,31.19,5.82
20151230,178780,5.92,1.43
20151230,179720,,
20151230,185190,,
20151230,180640,15.74,2.05
20151230,185490,,1.08
20151230,183490,,0.51
20151230,190510,10.89,1.52
20151230,185750,18.65,1.19
20151230,191410,,0.87
20151230,196170,299.32,82.81
20151230,196700,10.16,0.51
20151230,199150,,
20151230,208710,,0.72
20151230,200470,,4.03
20151230,202960,,
20151230,221800,,1.61
20151230,214390,376.47,1.08
20151230,216400,,
20151230,217730,,2.91
20151230,222980,,1.03
20151230,222040,,1.28
20151230,211050,9.33,3.39
20151230,223220,,
20151230,223310,,2.72
20151230,232680,25.95,2.8
20160104,000020,26.92,0.45
20151230,226320,34.72,0.52
20151230,233990,,
20151230,224060,,0.29
20151230,225530,,1.1
20160104,000080,13.73,1.14
20160104,000180,,0.17
20160104,001520,,0.23
20160104,001060,11.63,1.82
20160104,002230,9.57,0.5
20160104,001820,23.87,1.18
20160104,001527,,2.36
20160104,000640,7.82,0.62
20160104,002995,,1.69
20160104,002620,,0.38
20160104,002990,,0.52
20160104,002680,,0.45
20160104,002785,224.12,2.13
20160104,004310,150.42,1.18
20160104,004710,20.03,0.54
20160104,003680,22.28,0.42
20160104,003310,6.24,0.61
20160104,003480,2.16,0.3
20160104,004830,13.01,0.8
20160104,003535,41.0,1.1
20160104,004590,3.97,0.39
20160104,003060,,0.41
20160104,004920,16.42,1.06
20160104,004980,10.78,0.42
20160104,005965,,0.89
20160104,005870,,0.6
20160104,005110,0.46,1.24
20160104,005960,,0.27
20160104,006280,20.37,1.15
20160104,007570,22.23,1.02
