date,code,PER,PBR
20160202,008930,43.97,3.02
20160202,008040,6.32,0.54
20160202,009300,6.9,0.45
20160202,008700,9.0,0.74
20160202,007720,,0.77
20160202,009290,10.87,0.38
20160202,007700,7.07,0.31
20160202,009320,10.76,1.54
20160202,009780,6.61,0.9
20160202,008290,,1.12
20160202,007770,,0.28
20160202,009180,6.3,0.54
20160202,009420,1076.74,15.05
20160202,009470,17.45,2.4
20160202,009440,,0.12
20160202,007820,13.33,1.3
20160202,009730,,0.86
20160202,009415,,3.45
20160202,008420,20.3,0.2
20160202,009460,,0.36
20160202,009830,,0.51
20160202,009835,,0.42
20160202,010280,6.41,0.85
20160202,011040,44.69,0.72
20160202,011000,,2.78
20160202,011155,144.38,6.98
20160202,011200,4.48,0.77
20160202,011150,23.97,1.16
20160202,011420,20.21,0.66
20160202,011785,5.83,0.24
20160202,012200,,0.85
20160202,014190,14.86,0.45
20160202,013810,,0.81
20160202,012790,5.98,0.44
20160202,014100,,0.3
20160202,014440,4.94,0.48
20160202,013990,14.39,0.72
20160202,014570,13.07,0.58
20160202,014680,17.45,2.29
20160202,014910,13.43,0.58
20160202,014915,52.07,2.25
20160202,014825,8.69,0.64
20160202,015020,,0.55
20160202,014280,,0.37
20160202,015590,515.0,0.96
20160202,014990,,1.67
20160202,015710,10.98,0.47
20160202,015860,12.95,0.71
20160202,016250,,0.17
20160202,014710,9.82,0.57
20160202,016580,13.1,0.46
20160202,016100,,1.27
20160202,016670,2.66,0.4
20160202,017040,,1.23
20160202,017180,45.56,0.56
20160202,017510,14.29,1.99
20160202,017370,4.01,0.72
20160202,016590,26.76,0.71
20160202,017800,11.8,2.18
20160202,017550,9.69,0.56
20160202,017900,26.65,0.39
20160202,017890,7.07,0.36
20160202,018680,,0.87
20160202,018620,,0.83
20160202,018310,8.27,0.44
20160202,018470,12.81,0.78
20160202,019490,,3.22
20160202,019540,2.82,0.31
20160202,019170,,2.78
20160202,020400,,0.42
20160202,020760,,1.52
20160202,020710,2.05,0.45
20160202,021045,,1.35
20160202,021080,7.36,0.59
20160202,023440,,1.52
20160202,023770,,1.82
20160202,021320,2.74,0.18
20160202,023600,5.7,0.24
20160202,021650,4.8,0.37
20160202,024720,7.7,0.58
20160202,025440,,0.5
20160202,025880,6.26,0.55
20160202,024940,19.23,0.92
20160202,023960,35.62,0.9
20160202,025860,12.12,0.55
20160202,025620,,2.59
20160202,026040,,0.93
20160202,025980,,0.92
20160202,026150,5.49,0.79
20160202,027050,103.41,0.8
20160202,027410,4.35,0.21
20160202,028050,8.77,1.14
20160202,027740,,1.25
20160202,028300,,14.18
20160202,030520,44.47,1.56
20160202,029480,,0.55
20160202,030530,,2.38
20160202,027830,23.33,0.86
20160202,029460,5.15,0.34
20160202,032750,4.34,0.31
20160202,032790,,1.27
20160202,030720,5.09,0.55
20160202,031820,6.8,0.35
20160202,032620,4.84,1.27
20160202,032580,,0.84
20160202,032820,44.01,5.17
20160202,033180,,0.3
20160202,033270,9.23,0.67
20160202,033170,,1.34
20160202,032850,10.4,1.04
20160202,033240,,1.14
20160202,033920,4.85,0.36
20160202,032940,5.03,0.49
20160202,034810,,0.3
20160202,033790,,1.62
20160202,034940,,1.16
20160202,035080,,0.3
20160202,035600,8.33,0.56
20160202,036200,26.43,1.26
20160202,036120,14.76,2.33
20160202,033230,,1.05
20160202,035610,3.62,0.46
20160202,036090,,0.62
20160202,035720,130.56,2.61
20160202,035810,12.85,0.38
20160202,036540,,1.49
20160202,036630,,0.46
20160202,036620,16.88,4.31
20160202,036670,6.41,0.6
20160202,036420,,11.99
20160202,037400,,0.17
20160202,036930,15.31,2.28
20160202,038070,30.44,0.64
20160202,036800,6.26,0.54
20160202,036690,,1.99
20160202,038060,,0.29
20160202,038390,7.32,0.94
20160202,037270,38.7,2.37
20160202,038460,40.15,0.51
20160202,039130,10.23,4.49
20160202,038530,,0.54
20160202,038680,7.63,0.69
20160202,039030,84.38,5.22
20160202,039310,25.53,0.26
20160202,038500,6.84,0.42
20160202,039420,7.99,0.95
20160202,039200,419.82,14.88
20160202,039560,33.83,0.41
20160202,039440,14.42,1.21
20160202,039860,56.36,1.35
20160202,039740,6.22,0.48
20160202,039980,23.52,1.57
20160202,039840,,1.13
20160202,040160,,0.51
20160202,040610,4.71,0.15
20160202,040350,,1.23
20160202,041020,46.14,2.77
20160202,041920,33.31,0.76
20160202,041910,17.71,0.63
20160202,042420,33.22,0.46
20160202,041830,12.14,1.24
20160202,041590,,2.99
20160202,041960,101.55,6.15
20160202,042500,6.75,0.65
20160202,042520,,6.04
20160202,043260,,0.99
20160202,043090,,0.21
20160202,044480,,0.45
20160202,043370,4.87,0.27
20160202,043650,25.53,0.27
20160202,043710,,1.32
20160202,044780,,0.46
20160202,043910,,0.79
20160202,044960,14.84,0.99
20160202,045100,5.9,0.55
20160202,046070,,7.2
20160202,046940,4.93,0.43
20160202,046890,,0.57
20160202,046440,41.75,0.5
20160202,047050,20.76,1.37
20160202,047080,232.0,2.17
20160202,045340,7.37,2.08
20160202,047400,,3.81
20160202,047560,,3.37
20160202,048430,6.31,0.59
20160202,047920,94.55,4.44
20160202,048410,,4.21
20160202,049430,4.17,0.41
20160202,049630,,1.73
20160202,049470,,2.96
20160202,048530,,1.37
20160202,049550,,0.78
20160202,049480,11.34,0.82
20160202,049950,,1.19
