date,code,PER,PBR
20150810,000225,18.54,0.71
20150810,000680,,0.49
20150810,000545,3.0,0.51
20150810,000325,8.6,0.66
20150810,000650,,4.08
20150810,000725,,0.73
20150810,000227,40.12,1.54
20150810,000970,10.87,0.41
20150810,000320,6.69,0.51
20150810,001040,77.15,1.08
20150810,000640,7.82,0.62
20150810,000860,24.3,0.25
20150810,001065,12.89,2.01
20150810,000390,17.1,0.44
20150810,001000,,4.06
20150810,001080,,0.87
20150810,000500,23.53,2.88
20150810,000220,15.92,0.61
20150810,000890,7.81,0.65
20150810,001060,11.63,1.82
20150810,001130,4.32,0.21
20150810,001200,6.39,0.29
20150810,001290,,0.38
20150810,001390,5.25,0.33
20150810,001360,1.43,0.7
20150810,001420,28.0,0.56
20150810,001800,7.63,0.49
20150810,001525,,1.31
20150810,001810,9.68,0.15
20150810,002290,5.37,0.63
20150810,001620,6.3,0.22
20150810,002420,,1.2
20150810,001685,6.14,0.43
20150810,001840,,4.66
20150810,001560,6.84,0.58
20150810,001680,7.59,0.53
20150810,001515,,1.55
20150810,002390,,0.57
20150810,002140,6.51,0.53
20150810,001780,18.65,0.61
20150810,002450,6.08,0.32
20150810,001470,,
20150810,002600,66.18,0.6
20150810,002700,28.22,1.06
20150810,002720,13.72,0.9
20150810,002620,,0.38
20150810,002787,467.06,4.43
20150810,002780,37.12,0.35
20150810,002790,24.29,0.71
20150810,002785,224.12,2.13
20150810,003230,30.64,9.82
20150810,002995,,1.69
20150810,003310,6.24,0.61
20150810,003280,10.8,1.82
20150810,004270,9.41,0.23
20150810,003350,9.09,2.14
20150810,003960,5.18,0.43
20150810,003680,22.28,0.42
20150810,003470,12.09,0.46
20150810,003535,41.0,1.1
20150810,003475,12.25,0.47
20150810,004310,150.42,1.18
20150810,004105,,1.17
20150810,003090,15.45,0.85
20150810,003075,28.45,0.54
20150810,004545,,2.15
20150810,003490,5.9,0.73
20150810,004415,,21.07
20150810,004410,,2.63
20150810,004590,3.97,0.39
20150810,004650,7.04,0.54
20150810,004540,,0.36
20150810,004835,18.81,1.16
20150810,004830,13.01,0.8
20150810,004870,,0.44
20150810,004970,,0.24
20150810,004910,17.41,0.28
20150810,005030,,2.89
20150810,004920,16.42,1.06
20150810,004985,12.37,0.48
20150810,005670,8.31,0.68
20150810,005320,,0.33
20150810,005180,8.59,0.9
20150810,005680,17.69,0.37
20150810,005740,5.09,0.29
20150810,005745,5.98,0.34
20150810,006090,7.53,0.37
20150810,005850,5.2,0.66
20150810,005990,7.29,0.32
20150810,006125,9.09,0.26
20150810,006260,31.94,1.13
20150810,006200,8.52,0.2
20150810,005690,50.14,10.24
20150810,006140,9.47,0.58
20150810,006060,7.68,0.56
20150810,005870,,0.6
20150810,006280,20.37,1.15
20150810,006490,,2.83
20150810,006340,22.26,2.65
20150810,006345,22.65,2.7
20150810,007160,26.6,0.4
20150810,007280,24.5,0.46
20150810,007370,2.32,0.5
20150810,007330,15.08,0.37
20150810,007310,13.6,0.65
20150810,007540,13.86,0.47
20150810,007590,9.92,0.42
20150810,007575,22.11,1.01
20150810,007810,,1.69
20150810,007980,2.03,0.3
20150810,008775,,1.14
20150810,008700,9.0,0.74
20150810,007660,67.62,11.48
20150810,009070,7.4,0.51
20150810,008770,,1.29
20150810,009290,10.87,0.38
20150810,009200,6.08,0.18
20150810,009190,,0.83
20150810,009300,6.9,0.45
20150810,009415,,3.45
20150810,010820,13.61,2.9
20150810,009780,6.61,0.9
20150810,011000,,2.78
20150810,009835,,0.42
20150810,011040,44.69,0.72
20150810,010120,56.61,6.89
20150810,011370,2.23,0.16
20150810,012170,,1.7
20150810,011690,,1.0
20150810,012205,,1.81
20150810,011080,,0.8
20150810,011150,23.97,1.16
20150810,012690,,0.99
20150810,012450,17.9,7.95
20150810,013520,4.04,0.39
20150810,012630,4.83,0.32
20150810,012790,5.98,0.44
20150810,014100,,0.3
20150810,014190,14.86,0.45
20150810,014440,4.94,0.48
20150810,013990,14.39,0.72
20150810,014285,,0.52
20150810,014710,9.82,0.57
20150810,014915,52.07,2.25
20150810,014940,15.16,3.42
20150810,016600,,0.31
20150810,014970,,1.7
20150810,016670,2.66,0.4
20150810,016710,5.62,0.29
20150810,014990,,1.67
20150810,015710,10.98,0.47
20150810,016100,,1.27
20150810,017800,11.8,2.18
20150810,017890,7.07,0.36
20150810,017810,24.95,1.79
20150810,017180,45.56,0.56
20150810,018310,8.27,0.44
20150810,018120,10.25,1.37
20150810,018290,7.64,3.11
20150810,018470,12.81,0.78
20150810,018680,,0.87
20150810,019175,,5.03
20150810,019010,183.85,0.3
20150810,019550,15.13,0.82
20150810,019540,2.82,0.31
20150810,021045,,1.35
20150810,019660,,2.75
20150810,019570,,0.49
20150810,020560,8.23,1.47
20150810,023410,,0.23
20150810,021040,,0.62
20150810,023530,,0.12
20150810,023910,5.7,0.61
20150810,024840,,0.49
20150810,023770,,1.82
20150810,024940,19.23,0.92
20150810,025900,,0.5
20150810,024950,17.52,0.5
20150810,025770,6.79,0.88
20150810,026940,30.15,0.31
20150810,025980,,0.92
20150810,027050,103.41,0.8
20150810,027410,4.35,0.21
20150810,030210,81.4,0.37
20150810,030530,,2.38
20150810,028300,,14.18
20150810,027710,7.68,0.49
20150810,030350,,1.15
20150810,030960,,0.64
20150810,030720,5.09,0.55
20150810,031860,,0.32
20150810,030190,11.37,2.12
20150810,032280,21.32,0.34
20150810,031440,6.87,0.47
20150810,032580,,0.84
20150810,032680,,0.6
20150810,032980,,0.83
20150810,032560,5.18,0.26
20150810,032685,,12.75
20150810,032750,4.34,0.31
20150810,032790,,1.27
20150810,033100,9.65,2.79
20150810,033290,4.68,0.29
20150810,033250,5.45,0.77
20150810,033270,9.23,0.67
20150810,035600,8.33,0.56
20150810,033340,,2.63
20150810,035510,6.66,0.5
20150810,035610,3.62,0.46
20150810,035810,12.85,0.38
20150810,035150,5.49,1.06
20150810,036090,,0.62
20150810,036120,14.76,2.33
20150810,036580,14.58,0.44
20150810,036170,16.38,0.39
20150810,036030,7.68,0.88
20150810,036220,,0.62
20150810,036180,,1.89
20150810,036620,16.88,4.31
20150810,036810,128.32,2.72
20150810,037400,,0.17
20150810,037950,20.64,0.84
20150810,038460,40.15,0.51
20150810,038680,7.63,0.69
20150810,038880,,0.87
20150810,039020,,0.47
20150810,038620,22.2,0.45
20150810,039200,419.82,14.88
20150810,038950,,0.31
20150810,038530,,0.54
20150810,039130,10.23,4.49
20150810,039420,7.99,0.95
20150810,039310,25.53,0.26
20150810,041520,,0.44
20150810,042370,45.61,0.93
20150810,041920,33.31,0.76
20150810,039830,16.0,1.41
20150810,041910,17.71,0.63
20150810,039560,33.83,0.41
20150810,042420,33.22,0.46
20150810,042600,,2.17
20150810,043090,,0.21
20150810,043100,,1.14
20150810,043200,,1.6
20150810,044180,,0.5
20150810,043650,25.53,0.27
20150810,043590,,0.47
20150810,045520,,1.08
20150810,044820,8.53,0.56
20150810,043370,4.87,0.27
20150810,045100,5.9,0.55
20150810,044380,,0.91
20150810,047820,,0.47
20150810,046940,4.93,0.43
20150810,047310,,0.76
20150810,048530,,1.37
20150810,046440,41.75,0.5
20150810,046120,11.74,1.65
20150810,047080,232.0,2.17
20150810,049480,11.34,0.82
20150810,048870,,1.02
20150810,049430,4.17,0.41
20150810,051160,5.79,0.66
20150810,049520,4.16,0.5
20150810,052460,,0.81
20150810,051980,,3.5
20150810,052330,5.69,0.31
20150810,052600,11.64,1.18
20150810,052300,0.41,0.11
20150810,051630,,1.45
20150810,052260,,0.95
20150810,052420,7.04,0.51
20150810,052770,,5.14
20150810,052710,,0.87
20150810,053300,17.46,1.2
20150810,053350,11.5,1.19
20150810,052790,8.04,0.29
20150810,053950,,0.58
20150810,052860,,1.19
20150810,053030,,2.51
20150810,054410,16.75,0.37
20150810,053620,3.43,0.25
20150810,056730,,0.62
20150810,054670,9.0,0.71
20150810,054630,,2.31
20150810,054780,,2.17
20150810,054940,7.05,0.34
20150810,058860,5.96,0.37
20150810,056700,10.01,0.54
20150810,058630,7.56,0.9
20150810,057540,15.37,0.41
20150810,058470,31.39,6.43
20150810,060230,,0.37
20150810,060590,,1.69
20150810,060260,22.09,0.79
20150810,060250,14.67,2.08
20150810,059210,8.48,1.43
20150810,063760,,0.27
20150810,060570,,0.81
20150810,063080,,0.53
20150810,061250,15.32,0.44
20150810,064090,,0.83
20150810,064240,,0.87
20150810,065510,210.0,0.76
20150810,065440,13.97,1.07
20150810,065170,,0.77
20150810,064800,0.92,0.33
20150810,066130,6.7,0.45
20150810,064760,24.46,3.42
20150810,064260,,1.76
20150810,065710,15.65,2.05
20150810,065350,234.45,7.28
20150810,066410,17.47,0.67
20150810,066980,,1.01
20150810,067730,8.05,1.29
20150810,066910,,1.15
