date,code,PER,PBR
20160122,200470,,4.03
20160122,199150,,
20160122,223220,,
20160122,208890,,
20160122,189350,,
20160122,202960,,
20160122,232530,,
20160122,185490,,1.08
20160122,204630,,0.57
20160122,220180,60.0,0.6
20160122,217730,,2.91
20160122,199800,65.17,10.46
20160125,000225,18.54,0.71
20160122,217820,,1.71
20160122,205500,,4.52
20160122,200350,,1.39
20160122,196490,,
20160122,217880,,
20160122,185750,18.65,1.19
20160125,000220,15.92,0.61
20160125,000227,40.12,1.54
20160125,001680,7.59,0.53
20160125,002630,,0.99
20160125,002720,13.72,0.9
20160125,004780,6.8,0.37
20160125,005320,,0.33
20160125,016380,2.9,0.25
20160125,004770,12.69,0.65
20160125,018260,17.38,1.4
20160125,005110,0.46,1.24
20160125,019180,2.89,0.66
20160125,012340,,1.01
20160125,008290,,1.12
20160125,008040,6.32,0.54
20160125,017180,45.56,0.56
20160125,006650,192.37,0.43
20160125,011000,,2.78
20160125,018700,,1.06
20160125,018290,7.64,3.11
20160125,018620,,0.83
20160125,023790,,2.87
20160125,025620,,2.59
20160125,023440,,1.52
20160125,024850,,1.18
20160125,021050,,0.34
20160125,029480,,0.55
20160125,029780,9.29,0.64
20160125,031820,6.8,0.35
20160125,032540,24.56,0.95
20160125,033790,,1.62
20160125,036090,,0.62
20160125,036120,14.76,2.33
20160125,032980,,0.83
20160125,036630,,0.46
20160125,036480,,0.77
20160125,036220,,0.62
20160125,036200,26.43,1.26
20160125,038110,73.12,0.33
20160125,035460,3.73,0.53
20160125,038620,22.2,0.45
20160125,041510,8.61,2.52
20160125,040300,,0.78
20160125,043090,,0.21
20160125,044480,,0.45
20160125,038500,6.84,0.42
20160125,040350,,1.23
20160125,045060,6.35,0.33
20160125,045520,,1.08
20160125,041590,,2.99
20160125,046070,,7.2
20160125,047770,46.37,1.6
20160125,051980,,3.5
20160125,057680,,0.45
20160125,048530,,1.37
20160125,050760,,0.35
20160125,054410,16.75,0.37
20160125,050110,,0.89
20160125,049950,,1.19
20160125,058110,,0.78
20160125,064520,,0.39
20160125,060250,14.67,2.08
20160125,066790,,2.72
20160125,064090,,0.83
20160125,065440,13.97,1.07
20160125,067370,141.67,2.84
20160125,072470,,0.5
20160125,072770,,1.71
20160125,081580,15.16,0.36
20160125,073640,,1.14
20160125,084650,,0.87
20160125,093370,,3.24
20160125,086390,,3.12
20160125,089790,,0.7
20160125,089230,,0.97
20160125,086520,,7.75
20160125,089980,28.13,1.37
20160125,095270,,1.22
20160125,095660,,0.97
20160125,097800,,1.11
20160125,099520,,2.49
20160125,096690,,0.41
20160125,108670,,0.36
