date,code,PER,PBR
20150224,193250,,0.55
20150224,199150,,
20150225,001290,,0.38
20150225,000760,,0.25
20150225,002410,,
20150225,000215,,0.14
20150225,000210,,0.21
20150225,002620,,0.38
20150225,000230,2.62,1.17
20150224,180400,,32.11
20150224,159910,,1.67
20150225,002220,355.83,0.62
20150225,001470,,
20150224,196170,299.32,82.81
20150224,900070,5.93,0.21
20150225,000040,,0.92
20150224,205100,20.29,1.35
20150224,183490,,0.51
20150225,002070,30.36,0.3
20150224,176750,31.19,5.82
20150225,002787,467.06,4.43
20150225,002785,224.12,2.13
20150225,002880,,1.11
20150225,002870,,0.43
20150225,002990,,0.52
20150225,007460,,1.27
20150225,007530,15.54,1.15
20150225,008250,,0.24
20150225,004270,9.41,0.23
20150225,007810,,1.69
20150225,005257,10.34,1.13
20150225,007160,26.6,0.4
20150225,003350,9.09,2.14
20150225,008700,9.0,0.74
20150225,009460,,0.36
20150225,011330,,0.92
20150225,011155,144.38,6.98
20150225,010060,,0.56
20150225,002995,,1.69
20150225,011810,,3.62
20150225,014970,,1.7
20150225,012860,14.97,0.42
20150225,013720,,0.73
20150225,014160,,0.55
20150225,009730,,0.86
20150225,014990,,1.67
20150225,019570,,0.49
20150225,021320,2.74,0.18
20150225,019990,,1.83
20150225,019660,,2.75
20150225,023960,35.62,0.9
20150225,024900,7.93,0.68
20150225,025620,,2.59
20150225,025540,5.87,0.56
20150225,025750,,0.4
20150225,025530,8.71,0.3
20150225,028300,,14.18
20150225,025870,,1.4
20150225,025900,,0.5
20150225,030960,,0.64
20150225,028670,6.93,0.38
20150225,027050,103.41,0.8
20150225,032860,,1.18
20150225,029480,,0.55
20150225,032820,44.01,5.17
20150225,035620,,0.47
20150225,035890,3.18,0.3
20150225,036010,,0.93
20150225,034810,,0.3
20150225,036030,7.68,0.88
20150225,032980,,0.83
20150225,032940,5.03,0.49
20150225,036180,,1.89
20150225,037230,12.56,0.49
20150225,036200,26.43,1.26
20150225,040910,,0.8
20150225,038880,,0.87
20150225,038530,,0.54
20150225,043340,,1.6
20150225,043910,,0.79
20150225,037400,,0.17
20150225,051160,5.79,0.66
20150225,049720,11.16,2.6
20150225,053160,,0.65
20150225,046890,,0.57
20150225,049630,,1.73
20150225,053300,17.46,1.2
20150225,054930,2.69,0.44
20150225,059090,12.22,3.87
20150225,060240,,2.6
20150225,057880,,
20150225,056730,,0.62
20150225,059100,6.78,0.72
20150225,065530,28.24,0.93
20150225,064240,,0.87
20150225,065770,,0.99
20150225,066900,,0.62
20150225,079170,5.32,0.5
20150225,088130,21.32,0.44
20150225,069920,,1.01
20150225,089850,10.09,0.58
20150225,067000,,1.33
20150225,090355,11.81,0.63
20150225,078350,28.03,2.11
20150225,089140,,0.2
20150225,091440,,1.7
20150225,091700,13.89,0.72
20150225,092600,,1.27
20150225,095270,,1.22
20150225,096630,,0.78
20150225,097230,59.55,5.44
20150225,097800,,1.11
20150225,101670,,2.22
20150225,101360,25.52,1.75
20150225,102710,15.03,1.61
20150225,112610,8.29,1.48
20150225,115450,,1.93
20150225,107640,29.58,5.73
20150225,104040,,0.55
20150225,109960,,0.19
20150225,115610,,3.88
20150225,118000,164.5,0.46
20150225,121060,,
20150225,134580,,2.94
20150225,126340,,4.2
20150225,124500,25.49,4.84
20150225,128820,,0.25
20150225,123690,41.3,5.0
20150225,159910,,1.67
20150225,193250,,0.55
20150225,185190,,
20150225,196450,,0.68
20150225,180400,,32.11
20150225,176750,31.19,5.82
20150225,205100,20.29,1.35
20150225,199150,,
20150226,000230,2.62,1.17
20150225,198940,,0.56
20150225,210540,6.44,0.46
20150225,197140,,0.43
20150225,900070,5.93,0.21
20150226,002410,,
20150226,000760,,0.25
20150226,001000,,4.06
20150226,000990,10.47,1.1
20150226,002220,355.83,0.62
20150226,002070,30.36,0.3
20150226,002990,,0.52
20150226,002620,,0.38
20150226,002880,,1.11
20150226,002995,,1.69
20150226,002785,224.12,2.13
20150226,003080,1.3,0.3
20150226,003280,10.8,1.82
20150226,004870,,0.44
20150226,007530,15.54,1.15
20150226,006920,119.8,0.99
20150226,007160,26.6,0.4
20150226,004270,9.41,0.23
20150226,007810,,1.69
20150226,007770,,0.28
20150226,009780,6.61,0.9
20150226,008700,9.0,0.74
20150226,011155,144.38,6.98
20150226,009460,,0.36
20150226,010060,,0.56
20150226,012170,,1.7
20150226,008355,,5.12
20150226,014160,,0.55
20150226,011330,,0.92
20150226,016380,2.9,0.25
20150226,014990,,1.67
20150226,019180,2.89,0.66
20150226,014970,,1.7
