date,code,PER,PBR
20150619,00781K,,0.58
20150619,008930,43.97,3.02
20150619,004255,1.43,0.21
20150619,006345,22.65,2.7
20150619,003060,,0.41
20150619,009620,,3.64
20150619,008830,,1.57
20150619,003850,21.58,0.93
20150619,009190,,0.83
20150619,004100,,0.8
20150619,005250,6.63,0.72
20150619,004105,,1.17
20150619,007570,22.23,1.02
20150619,007575,22.11,1.01
20150619,005870,,0.6
20150619,005745,5.98,0.34
20150619,003075,28.45,0.54
20150619,007370,2.32,0.5
20150619,003090,15.45,0.85
20150619,009420,1076.74,15.05
20150619,009810,4.01,0.58
20150619,012630,4.83,0.32
20150619,012205,,1.81
20150619,014940,15.16,3.42
20150619,012170,,1.7
20150619,014915,52.07,2.25
20150619,018700,,1.06
20150619,016880,3.13,1.51
20150619,018680,,0.87
20150619,013360,,1.01
20150619,023410,,0.23
20150619,014470,8.2,0.43
20150619,014970,,1.7
20150619,013700,,0.59
20150619,021045,,1.35
20150619,016380,2.9,0.25
20150619,023440,,1.52
20150619,020120,,0.66
20150619,019490,,3.22
20150619,020400,,0.42
20150619,010580,116.84,3.56
20150619,023960,35.62,0.9
20150619,024740,23.78,0.53
20150619,023590,4.28,0.52
20150619,023900,11.79,0.69
20150619,025870,,1.4
20150619,034120,24.04,0.39
20150619,025950,72.32,1.23
20150619,026960,18.79,1.58
20150619,036540,,1.49
20150619,030960,,0.64
20150619,033540,,0.42
20150619,031330,8.22,0.82
20150619,036620,16.88,4.31
20150619,041590,,2.99
20150619,036090,,0.62
20150619,032790,,1.27
20150619,031310,,0.24
20150619,027970,774.0,0.33
20150619,036810,128.32,2.72
20150619,027710,7.68,0.49
20150619,037460,3.22,0.42
20150619,039340,22.36,0.59
20150619,038530,,0.54
20150619,042510,31.6,2.2
20150619,051160,5.79,0.66
20150619,043220,,0.61
20150619,045060,6.35,0.33
20150619,048910,1935.0,0.96
20150619,051490,26.48,0.54
20150619,052460,,0.81
20150619,053030,,2.51
20150619,054630,,2.31
20150619,060230,,0.37
20150619,058820,,1.28
20150619,059120,,1.77
20150619,057540,15.37,0.41
20150619,059210,8.48,1.43
20150619,060380,10.65,0.26
20150619,063160,60.47,0.87
20150619,060280,,4.95
20150619,063760,,0.27
20150619,064240,,0.87
20150619,064800,0.92,0.33
20150619,064850,16.54,1.53
20150619,064480,,1.25
20150619,064090,,0.83
20150619,066700,,0.74
20150619,066430,105.08,1.16
20150619,066620,4.15,0.48
20150619,065690,2.27,0.21
20150619,066910,,1.15
20150619,067290,5.27,1.96
20150619,068790,,0.46
20150619,071200,5.5,0.8
20150619,067080,458.86,4.1
20150619,073190,,1.57
20150619,078520,16.51,2.68
20150619,077360,41.69,0.98
20150619,069920,,1.01
20150619,074610,,1.89
20150619,069620,21.55,1.93
20150619,079190,,1.08
20150619,080520,,0.25
20150619,086040,,1.1
20150619,080220,55.7,3.41
20150619,086060,8.61,0.58
20150619,089140,,0.2
20150619,082210,1.96,0.79
20150619,084650,,0.87
20150619,083550,,0.32
20150619,085660,,2.65
20150619,106520,,0.92
20150619,090355,11.81,0.63
20150619,090850,7.72,1.12
20150619,143240,17.31,0.76
20150619,123840,,0.41
20150619,126600,13.13,0.43
20150619,109080,8.41,0.73
20150619,096760,7.28,1.04
20150619,097520,8.39,1.31
20150619,154030,20.96,0.97
20150619,178600,,
20150619,199150,,
20150619,183490,,0.51
20150619,196170,299.32,82.81
20150619,203450,7.58,0.84
20150619,199800,65.17,10.46
20150619,170790,8.55,0.74
20150619,185490,,1.08
20150619,205500,,4.52
20150619,168330,,2.81
20150619,203690,,2.52
20150619,219750,505.5,2.38
20150622,000225,18.54,0.71
20150622,000070,28.92,0.37
20150622,000230,2.62,1.17
20150619,900070,5.93,0.21
20150622,000180,,0.17
20150622,000220,15.92,0.61
20150622,001000,,4.06
20150622,001140,,25.73
20150622,000640,7.82,0.62
20150622,001420,28.0,0.56
20150622,001260,11.94,0.57
20150622,002785,224.12,2.13
20150622,002410,,
20150622,001525,,1.31
20150622,001340,42.7,1.19
20150622,002460,11.65,0.25
20150622,001515,,1.55
20150622,001630,8.69,0.36
20150622,002787,467.06,4.43
20150622,003060,,0.41
20150622,001550,18.99,0.96
20150622,003000,33.77,1.13
20150622,003090,15.45,0.85
20150622,004270,9.41,0.23
20150622,004540,,0.36
20150622,004140,10.37,0.76
20150622,004830,13.01,0.8
20150622,004100,,0.8
20150622,005250,6.63,0.72
20150622,004105,,1.17
20150622,005290,15.79,1.83
20150622,006340,22.26,2.65
20150622,005745,5.98,0.34
20150622,005870,,0.6
20150622,006345,22.65,2.7
20150622,007570,22.23,1.02
20150622,007540,13.86,0.47
20150622,007575,22.11,1.01
20150622,006920,119.8,0.99
20150622,006650,192.37,0.43
20150622,009415,,3.45
20150622,009190,,0.83
20150622,008930,43.97,3.02
20150622,010580,116.84,3.56
20150622,009730,,0.86
20150622,009420,1076.74,15.05
20150622,011810,,3.62
20150622,013360,,1.01
20150622,012170,,1.7
20150622,009810,4.01,0.58
20150622,012205,,1.81
20150622,014285,,0.52
20150622,013700,,0.59
20150622,014940,15.16,3.42
20150622,019550,15.13,0.82
20150622,018620,,0.83
20150622,016090,7.61,0.27
20150622,017960,26.09,3.03
20150622,020120,,0.66
20150622,023900,11.79,0.69
20150622,021045,,1.35
20150622,021080,7.36,0.59
20150622,025860,12.12,0.55
20150622,024890,,0.83
20150622,023590,4.28,0.52
20150622,023960,35.62,0.9
20150622,026960,18.79,1.58
20150622,027830,23.33,0.86
20150622,027710,7.68,0.49
20150622,025870,,1.4
20150622,032190,3.97,0.44
20150622,031330,8.22,0.82
20150622,031310,,0.24
20150622,030530,,2.38
20150622,032685,,12.75
20150622,031980,10.38,2.23
20150622,032790,,1.27
20150622,030960,,0.64
20150622,032960,102.39,0.82
20150622,033290,4.68,0.29
20150622,036620,16.88,4.31
20150622,033310,,0.52
20150622,035720,130.56,2.61
20150622,033250,5.45,0.77
20150622,034120,24.04,0.39
20150622,036810,128.32,2.72
20150622,036930,15.31,2.28
20150622,037400,,0.17
20150622,042510,31.6,2.2
20150622,048410,,4.21
20150622,052770,,5.14
20150622,041920,33.31,0.76
20150622,053030,,2.51
20150622,052460,,0.81
20150622,039840,,1.13
20150622,051780,,1.53
20150622,051980,,3.5
20150622,054090,,0.52
20150622,054780,,2.17
20150622,054630,,2.31
20150622,058820,,1.28
20150622,057540,15.37,0.41
20150622,054940,7.05,0.34
20150622,060230,,0.37
20150622,060720,18.13,1.04
20150622,060280,,4.95
20150622,060380,10.65,0.26
20150622,063160,60.47,0.87
20150622,063760,,0.27
20150622,064240,,0.87
20150622,064090,,0.83
20150622,066430,105.08,1.16
20150622,064850,16.54,1.53
20150622,065690,2.27,0.21
20150622,064800,0.92,0.33
20150622,066700,,0.74
20150622,066910,,1.15
20150622,067080,458.86,4.1
20150622,067290,5.27,1.96
20150622,068790,,0.46
20150622,069080,11.75,0.53
20150622,069460,15.03,1.28
20150622,069620,21.55,1.93
20150622,069920,,1.01
20150622,071200,5.5,0.8
20150622,071090,36.78,0.52
20150622,076340,,
20150622,078160,,2.96
20150622,078350,28.03,2.11
20150622,074610,,1.89
20150622,078130,,3.31
20150622,077360,41.69,0.98
20150622,078520,16.51,2.68
20150622,079370,16.78,1.3
20150622,079190,,1.08
20150622,083550,,0.32
20150622,082850,,0.49
20150622,078600,31.16,4.59
20150622,084650,,0.87
20150622,084730,,0.42
20150622,086040,,1.1
20150622,089600,,0.74
20150622,089030,260.34,10.5
20150622,089140,,0.2
20150622,093240,,0.51
20150622,086960,,1.08
20150622,095270,,1.22
20150622,090360,,8.52
20150622,094860,,0.91
20150622,096760,7.28,1.04
20150622,095610,13.75,1.98
20150622,097520,8.39,1.31
20150622,098660,,0.85
20150622,103660,,
20150622,101240,4.41,0.47
20150622,101140,8.16,0.75
20150622,109070,11.95,1.7
20150622,102280,,0.74
20150622,104460,4.14,0.85
20150622,104200,,0.65
20150622,106520,,0.92
20150622,113810,9.07,1.21
20150622,121600,,3.1
20150622,126340,,4.2
20150622,133820,,2.01
20150622,131970,,2.1
20150622,140660,,
20150622,134790,,0.59
20150622,138610,,9.6
20150622,141000,6.04,0.45
20150622,143240,17.31,0.76
20150622,140520,,0.3
20150622,154030,20.96,0.97
20150622,189350,,
20150622,178600,,
20150622,185490,,1.08
20150622,168330,,2.81
20150622,196170,299.32,82.81
20150622,199150,,
20150622,193250,,0.55
20150622,176750,31.19,5.82
20150622,200350,,1.39
20150622,203690,,2.52
20150622,203400,,14.78
20150622,205500,,4.52
20150622,900070,5.93,0.21
20150623,000230,2.62,1.17
20150622,219750,505.5,2.38
20150623,000070,28.92,0.37
20150622,214610,,0.99
20150623,000220,15.92,0.61
20150623,000490,,0.44
20150623,000225,18.54,0.71
20150623,001260,11.94,0.57
20150623,000640,7.82,0.62
20150623,001525,,1.31
20150623,001420,28.0,0.56
20150623,001340,42.7,1.19
20150623,000650,,4.08
20150623,002870,,0.43
20150623,003000,33.77,1.13
20150623,001515,,1.55
20150623,003060,,0.41
20150623,003220,35.58,1.02
20150623,004100,,0.8
20150623,003090,15.45,0.85
20150623,004255,1.43,0.21
20150623,004105,,1.17
20150623,004270,9.41,0.23
20150623,005250,6.63,0.72
20150623,004830,13.01,0.8
20150623,005257,10.34,1.13
20150623,005290,15.79,1.83
20150623,005820,13.57,0.23
20150623,006345,22.65,2.7
20150623,005870,,0.6
20150623,007570,22.23,1.02
20150623,007575,22.11,1.01
20150623,007540,13.86,0.47
20150623,006340,22.26,2.65
20150623,006920,119.8,0.99
20150623,007815,,0.63
20150623,009415,,3.45
20150623,00781K,,0.58
20150623,009320,10.76,1.54
20150623,009420,1076.74,15.05
20150623,009190,,0.83
20150623,008930,43.97,3.02
20150623,009440,,0.12
20150623,010580,116.84,3.56
20150623,009835,,0.42
20150623,009540,19.06,2.45
20150623,009810,4.01,0.58
20150623,010820,13.61,2.9
20150623,009620,,3.64
20150623,011090,11.6,0.66
20150623,013360,,1.01
20150623,011690,,1.0
20150623,013720,,0.73
20150623,012450,17.9,7.95
20150623,013700,,0.59
20150623,014570,13.07,0.58
20150623,018620,,0.83
20150623,018120,10.25,1.37
20150623,020120,,0.66
20150623,014940,15.16,3.42
20150623,019550,15.13,0.82
20150623,020400,,0.42
20150623,021045,,1.35
20150623,020760,,1.52
20150623,023770,,1.82
20150623,023900,11.79,0.69
20150623,021880,52.0,0.71
20150623,023960,35.62,0.9
