date,code,PER,PBR
20150427,004720,24.88,0.3
20150427,004545,,2.15
20150427,005500,13.94,0.94
20150427,005745,5.98,0.34
20150427,006840,,0.24
20150427,004800,3.82,1.01
20150427,005030,,2.89
20150427,005750,10.75,0.44
20150427,006800,13.92,1.1
20150427,005945,8.57,0.76
20150427,005940,9.46,0.84
20150427,004770,12.69,0.65
20150427,006090,7.53,0.37
20150427,004910,17.41,0.28
20150427,006805,6.38,0.51
20150427,006360,31.39,0.35
20150427,007120,,0.44
20150427,005690,50.14,10.24
20150427,006390,6.63,0.8
20150427,006490,,2.83
20150427,007530,15.54,1.15
20150427,008355,,5.12
20150427,008290,,1.12
20150427,008250,,0.24
20150427,008770,,1.29
20150427,011420,20.21,0.66
20150427,010580,116.84,3.56
20150427,008600,,0.27
20150427,009520,,5.89
20150427,008930,43.97,3.02
20150427,009420,1076.74,15.05
20150427,012160,,0.22
20150427,011690,,1.0
20150427,011090,11.6,0.66
20150427,009460,,0.36
20150427,011390,,0.58
20150427,011330,,0.92
20150427,010470,6.38,0.53
20150427,012205,,1.81
20150427,009270,,0.54
20150427,009810,4.01,0.58
20150427,012690,,0.99
20150427,013120,853.33,0.22
20150427,012860,14.97,0.42
20150427,013990,14.39,0.72
20150427,014190,14.86,0.45
20150427,014100,,0.3
20150427,014200,,0.57
20150427,014790,7.02,0.23
20150427,014820,13.03,0.95
20150427,014825,8.69,0.64
20150427,014990,,1.67
20150427,015020,,0.55
20150427,015260,,1.03
20150427,017370,4.01,0.72
20150427,016610,7.71,0.37
20150427,016090,7.61,0.27
20150427,018700,,1.06
20150427,019550,15.13,0.82
20150427,019570,,0.49
20150427,016360,7.53,0.87
20150427,020180,4.76,1.04
20150427,018680,,0.87
20150427,020560,8.23,1.47
20150427,020400,,0.42
20150427,020150,,0.79
20150427,021040,,0.62
20150427,021045,,1.35
20150427,020710,2.05,0.45
20150427,021080,7.36,0.59
20150427,024720,7.7,0.58
20150427,024890,,0.83
20150427,024800,1.97,0.15
20150427,023770,,1.82
20150427,025750,,0.4
20150427,025620,,2.59
20150427,024910,21.09,0.38
20150427,027580,,0.94
20150427,027830,23.33,0.86
20150427,030610,6.94,0.5
20150427,029480,,0.55
20150427,032980,,0.83
20150427,032500,,5.34
20150427,030210,81.4,0.37
20150427,032820,44.01,5.17
20150427,033180,,0.3
20150427,033230,,1.05
20150427,033320,15.45,0.75
20150427,033310,,0.52
20150427,034810,,0.3
20150427,035620,,0.47
20150427,033340,,2.63
20150427,036200,26.43,1.26
20150427,036030,7.68,0.88
20150427,035290,,1.39
20150427,035420,20.86,1.47
20150427,036540,,1.49
20150427,036670,6.41,0.6
20150427,038070,30.44,0.64
20150427,037270,38.7,2.37
20150427,038460,40.15,0.51
20150427,038290,,1.07
20150427,038110,73.12,0.33
20150427,038060,,0.29
20150427,038010,3.64,0.38
20150427,039020,,0.47
20150427,038680,7.63,0.69
20150427,039200,419.82,14.88
20150427,039420,7.99,0.95
20150427,039490,8.74,1.24
20150427,039830,16.0,1.41
20150427,040350,,1.23
20150427,041590,,2.99
20150427,041190,3.29,0.81
20150427,039740,6.22,0.48
20150427,040610,4.71,0.15
20150427,039860,56.36,1.35
20150427,042700,57.37,20.49
20150427,043100,,1.14
20150427,042500,6.75,0.65
20150427,045300,13.3,0.44
20150427,041910,17.71,0.63
20150427,041960,101.55,6.15
20150427,043590,,0.47
20150427,043650,25.53,0.27
20150427,046070,,7.2
20150427,046210,40.56,0.96
20150427,045060,6.35,0.33
20150427,045340,7.37,2.08
20150427,046310,4.48,0.68
20150427,046120,11.74,1.65
20150427,047040,21.96,0.33
20150427,047080,232.0,2.17
20150427,046390,,0.89
20150427,048870,,1.02
20150427,048770,,0.85
20150427,049070,,0.38
20150427,049080,,1.14
20150427,049550,,0.78
20150427,049720,11.16,2.6
20150427,051370,6.13,0.72
20150427,049180,,4.4
20150427,052460,,0.81
20150427,051780,,1.53
20150427,052670,,1.93
20150427,052860,,1.19
20150427,053350,11.5,1.19
20150427,053030,,2.51
20150427,053270,3.95,0.42
20150427,053450,8.6,0.57
20150427,053300,17.46,1.2
20150427,053950,,0.58
20150427,054090,,0.52
20150427,054220,,1.05
20150427,054210,19.62,0.99
20150427,054300,10.65,0.89
20150427,054920,,0.64
20150427,056080,,14.59
20150427,056700,10.01,0.54
20150427,057540,15.37,0.41
20150427,059210,8.48,1.43
20150427,056730,,0.62
20150427,060310,,1.76
20150427,060230,,0.37
20150427,060260,22.09,0.79
20150427,061970,,0.84
20150427,061040,,0.35
20150427,063170,,1.09
20150427,063080,,0.53
20150427,063160,60.47,0.87
20150427,063440,10.62,1.14
20150427,064850,16.54,1.53
20150427,064240,,0.87
20150427,066430,105.08,1.16
20150427,065060,,0.33
20150427,065500,,2.12
20150427,065170,,0.77
20150427,066970,,8.37
20150427,066910,,1.15
20150427,067000,,1.33
20150427,067160,8.33,1.83
20150427,068940,,1.79
20150427,068290,16.68,0.93
20150427,067290,5.27,1.96
20150427,067390,,0.67
20150427,069140,10.85,0.88
20150427,069330,,0.77
20150427,069920,,1.01
20150427,073570,,0.85
20150427,071090,36.78,0.52
20150427,072870,8.15,0.4
20150427,069640,,0.86
20150427,071200,5.5,0.8
20150427,072470,,0.5
20150427,074610,,1.89
20150427,074430,,1.4
20150427,078020,14.25,0.33
20150427,078140,8.96,0.94
20150427,078340,,0.38
20150427,078860,,0.95
20150427,079950,,0.58
20150427,079650,,0.51
20150427,082850,,0.49
20150427,083640,,0.29
20150427,078520,16.51,2.68
20150427,080580,,4.34
20150427,084650,,0.87
20150427,085660,,2.65
20150427,084870,,0.43
20150427,083790,,1.67
20150427,085910,48.35,1.16
20150427,085310,,0.56
20150427,086040,,1.1
20150427,086450,13.09,1.24
20150427,086900,46.98,1.77
20150427,089470,5.57,0.29
20150427,086890,5.87,1.65
20150427,088130,21.32,0.44
20150427,089850,10.09,0.58
20150427,089010,43.14,2.79
20150427,090370,,0.57
20150427,090410,33.08,0.45
20150427,092040,,1.51
20150427,091440,,1.7
20150427,090850,7.72,1.12
20150427,091120,,0.75
20150427,094840,4.2,0.24
20150427,092220,,0.43
20150427,093640,,1.51
20150427,094970,8.79,0.33
20150427,096760,7.28,1.04
20150427,095500,21.97,1.08
20150427,097800,,1.11
20150427,097230,59.55,5.44
20150427,095270,,1.22
20150427,095700,,0.94
20150427,099190,231.29,1.39
20150427,101160,14.05,1.3
20150427,099440,23.09,1.4
20150427,099520,,2.49
20150427,101670,,2.22
20150427,101390,,0.85
20150427,102280,,0.74
20150427,102710,15.03,1.61
20150427,101330,9.87,0.2
20150427,102460,,0.83
20150427,102940,,1.45
20150427,104460,4.14,0.85
20150427,109070,11.95,1.7
20150427,106520,,0.92
20150427,103230,5.46,0.59
20150427,105550,19.4,0.92
20150427,108675,,0.2
20150427,108670,,0.36
20150427,113810,9.07,1.21
20150427,109820,,2.71
20150427,109960,,0.19
20150427,115530,,4.94
20150427,115570,,0.33
20150427,115450,,1.93
20150427,117670,,1.39
20150427,121800,4.37,0.39
20150427,121850,,1.84
20150427,122690,,0.26
20150427,118000,164.5,0.46
20150427,122640,30.49,2.71
20150427,136660,,
20150427,127120,,14.28
20150427,134060,11.33,0.69
20150427,140520,,0.3
20150427,137400,10.19,1.69
20150427,138610,,9.6
20150427,142280,20.12,2.07
20150427,143540,,1.22
20150427,148250,,1.58
20150427,141080,3100.0,9.49
20150427,145210,,0.78
20150427,155650,18.27,0.51
20150427,168330,,2.81
20150427,153490,,0.36
20150427,161390,6.48,0.56
20150427,179720,,
20150427,153460,13.07,1.44
20150427,178600,,
20150427,180640,15.74,2.05
20150427,170920,17.03,1.66
20150427,159580,55.34,0.99
20150427,194480,13.63,2.33
20150427,191420,,2.29
20150427,185490,,1.08
20150427,193250,,0.55
20150427,187790,4.23,2.19
20150427,196450,,0.68
20150427,200230,,0.69
20150427,199800,65.17,10.46
20150427,200670,13.76,2.02
20150427,196170,299.32,82.81
20150427,900070,5.93,0.21
20150427,200710,,2.28
20150427,900120,1.26,0.03
20150428,000760,,0.25
20150427,210120,,3.09
20150428,000650,,4.08
20150428,000700,12.9,0.44
20150428,000180,,0.17
20150428,001200,6.39,0.29
20150428,000950,1.68,0.17
20150428,001230,,0.13
20150428,002230,9.57,0.5
20150428,001570,,1.31
