date,code,PER,PBR
20150724,067000,,1.33
20150724,066700,,0.74
20150724,068050,,0.7
20150724,071200,5.5,0.8
20150724,068940,,1.79
20150724,071670,344.71,0.67
20150724,065650,,1.47
20150724,067290,5.27,1.96
20150724,067080,458.86,4.1
20150724,065950,,0.83
20150724,069080,11.75,0.53
20150724,067630,,1.61
20150724,068330,16.47,0.97
20150724,067160,8.33,1.83
20150724,069620,21.55,1.93
20150724,078140,8.96,0.94
20150724,077360,41.69,0.98
20150724,075130,17.43,0.54
20150724,072020,15.78,0.88
20150724,078160,,2.96
20150724,078340,,0.38
20150724,079430,11.0,0.31
20150724,082270,,54.72
20150724,083470,51.83,1.38
20150724,079370,16.78,1.3
20150724,083550,,0.32
20150724,085660,,2.65
20150724,083640,,0.29
20150724,084990,,1.61
20150724,083790,,1.67
20150724,084650,,0.87
20150724,088790,12.66,0.23
20150724,090355,11.81,0.63
20150724,086060,8.61,0.58
20150724,090850,7.72,1.12
20150724,088390,,0.49
20150724,091120,,0.75
20150724,092730,10.7,1.45
20150724,093320,27.88,2.29
20150724,090470,,0.36
20150724,092040,,1.51
20150724,086450,13.09,1.24
20150724,094480,88.42,3.01
20150724,093370,,3.24
20150724,095720,,0.59
20150724,094170,47.58,6.42
20150724,095270,,1.22
20150724,095610,13.75,1.98
20150724,094860,,0.91
20150724,095700,,0.94
20150724,096760,7.28,1.04
20150724,096530,,1.19
20150724,098120,15.58,3.01
20150724,101400,,0.58
20150724,101240,4.41,0.47
20150724,100120,11.94,0.7
20150724,101730,,1.13
20150724,102460,,0.83
20150724,101160,14.05,1.3
20150724,102280,,0.74
20150724,102940,,1.45
20150724,103660,,
20150724,104700,59.18,0.44
20150724,109080,8.41,0.73
20150724,106240,,0.39
20150724,109820,,2.71
20150724,114190,151.86,10.77
20150724,112040,4.66,2.19
20150724,114920,,
20150724,109960,,0.19
20150724,114450,,1.59
20150724,115530,,4.94
20150724,114810,16.06,2.08
20150724,121600,,3.1
20150724,121440,4.72,0.26
20150724,115450,,1.93
20150724,115610,,3.88
20150724,123330,11.56,5.74
20150724,123690,41.3,5.0
20150724,126600,13.13,0.43
20150724,128940,52.39,4.93
20150724,123750,,0.86
20150724,131220,10.59,0.78
20150724,127120,,14.28
20150724,134060,11.33,0.69
20150724,131030,11.78,0.72
20150724,138070,,0.46
20150724,133820,,2.01
20150724,140660,,
20150724,138360,4.03,0.78
20150724,137400,10.19,1.69
20150724,131970,,2.1
20150724,149010,,
20150724,140410,,52.34
20150724,143240,17.31,0.76
20150724,142280,20.12,2.07
20150724,149980,,1.16
20150724,142760,,2.27
20150724,141080,3100.0,9.49
20150724,168330,,2.81
20150724,179720,,
20150724,159580,55.34,0.99
