날짜,open,high,low,close,volume,amount,market_cap,shares_out,bps,per,pbr,eps,div_rate,div_amount,usdkrw,us10y_yield,theme_code,theme_name,listing_status,kr10y_yield
2015-01-02,47950,48400,47650,47750,1155944,0.0,34762112928750,728002365,18399,11.8,2.6,4045,0.0,0,1093.5999755859375,2.122999906539917,278,반도체,Listed,0.0
2015-01-05,48050,48400,47500,47650,1409146,-0.20942408376963353,34689312692250,728002365,18399,11.78,2.59,4045,0.0,0,1111.0,2.0390000343322754,278,반도체,Listed,0.0
2015-01-06,47000,47600,46900,47500,1661196,-0.3147953830010493,34580112337500,728002365,18399,11.74,2.58,4045,0.0,0,1108.5,1.9630000591278076,278,반도체,Listed,0.0
2015-01-07,46700,47600,46700,47400,1821266,-0.21052631578947367,34507312101000,728002365,18399,11.72,2.58,4045,0.0,0,1097.300048828125,1.9539999961853027,278,반도체,Listed,0.0
2015-01-08,48250,50000,47900,49950,5006675,5.379746835443038,36363718131750,728002365,18399,12.35,2.71,4045,0.0,0,1097.800048828125,2.0160000324249268,278,반도체,Listed,0.0
2015-01-09,50700,51400,49700,49700,3313929,-0.5005005005005005,36181717540500,728002365,18399,12.29,2.7,4045,0.0,0,1094.300048828125,1.9709999561309814,278,반도체,Listed,0.0
2015-01-12,50000,50500,49450,50300,1709997,1.2072434607645874,36618518959500,728002365,18399,12.44,2.73,4045,0.0,0,1081.800048828125,1.9119999408721924,278,반도체,Listed,0.0
2015-01-13,48500,49650,48500,49000,3047952,-2.584493041749503,35672115885000,728002365,18399,12.11,2.66,4045,0.0,0,1081.4000244140625,1.8899999856948853,278,반도체,Listed,0.0
2015-01-14,48900,49850,48850,48900,2241954,-0.20408163265306123,35599315648500,728002365,18399,12.09,2.66,4045,0.0,0,1077.0999755859375,1.8370000123977661,278,반도체,Listed,0.0
2015-01-15,48900,49500,48850,49500,1468474,1.2269938650306749,36036117067500,728002365,18399,12.24,2.69,4045,0.0,0,1082.0,1.774999976158142,278,반도체,Listed,0.0
2015-01-16,48450,48900,47250,47450,4820176,-4.141414141414142,34543712219250,728002365,18399,11.73,2.58,4045,0.0,0,1075.5,1.815000057220459,278,반도체,Listed,0.0
2015-01-19,47500,47950,46800,47000,3180759,-0.9483667017913594,34216111155000,728002365,18399,11.62,2.55,4045,0.0,0,1078.0,1.815000057220459,278,반도체,Listed,0.0
2015-01-20,47250,47650,46800,47050,2211331,0.10638297872340426,34252511273250,728002365,18399,11.63,2.56,4045,0.0,0,1079.0999755859375,1.8070000410079956,278,반도체,Listed,0.0
2015-01-21,47500,48200,47400,48050,2156709,2.1253985122210417,34980513638250,728002365,18399,11.88,2.61,4045,0.0,0,1086.699951171875,1.8530000448226929,278,반도체,Listed,0.0
2015-01-22,48100,48450,47000,47000,2905955,-2.18522372528616,34216111155000,728002365,18399,11.62,2.55,4045,0.0,0,1081.9000244140625,1.8960000276565552,278,반도체,Listed,0.0
2015-01-23,47600,47750,47200,47500,1572903,1.0638297872340425,34580112337500,728002365,18399,11.74,2.58,4045,0.0,0,1084.699951171875,1.8170000314712524,278,반도체,Listed,0.0
2015-01-26,47250,48300,47000,48250,1410144,1.5789473684210527,35126114111250,728002365,18399,11.93,2.62,4045,0.0,0,1084.5,1.8279999494552612,278,반도체,Listed,0.0
2015-01-27,49350,49350,48800,49150,2292330,1.865284974093264,35781316239750,728002365,18399,12.15,2.67,4045,0.0,0,1079.300048828125,1.8250000476837158,278,반도체,Listed,0.0
2015-01-28,49150,49300,48200,49200,2333159,0.10172939979654119,35817716358000,728002365,18399,12.16,2.67,4045,0.0,0,1076.699951171875,1.7239999771118164,278,반도체,Listed,0.0
2015-01-29,48500,49200,47300,47400,5020783,-3.6585365853658534,34507312101000,728002365,18399,11.72,2.58,4045,0.0,0,1084.4000244140625,1.7510000467300415,278,반도체,Listed,0.0
2015-01-30,48000,48000,47300,47650,2743159,0.5274261603375527,34689312692250,728002365,18399,11.78,2.59,4045,0.0,0,1098.800048828125,1.6749999523162842,278,반도체,Listed,0.0
2015-02-02,47300,47600,46350,46600,3258140,-2.2035676810073452,33924910209000,728002365,18399,11.52,2.53,4045,0.0,0,1099.0,1.6729999780654907,278,반도체,Listed,0.0
2015-02-03,46450,47450,46450,46700,2513399,0.2145922746781116,33997710445500,728002365,18399,11.55,2.54,4045,0.0,0,1098.0999755859375,1.7799999713897705,278,반도체,Listed,0.0
2015-02-04,47400,47450,47000,47300,1823018,1.284796573875803,34434511864500,728002365,18399,11.69,2.57,4045,0.0,0,1091.300048828125,1.7970000505447388,278,반도체,Listed,0.0
2015-02-05,47300,47400,46300,47150,1984849,-0.3171247357293869,34325311509750,728002365,18399,11.66,2.56,4045,0.0,0,1087.5999755859375,1.815000057220459,278,반도체,Listed,0.0
2015-02-06,47100,47200,45200,45500,4547785,-3.4994697773064685,33124107607500,728002365,18399,11.25,2.47,4045,0.0,0,1084.800048828125,1.937999963760376,278,반도체,Listed,0.0
2015-02-09,45300,45950,45000,45200,2741040,-0.6593406593406593,32905706898000,728002365,18399,11.17,2.46,4045,0.0,0,1096.699951171875,1.9479999542236328,278,반도체,Listed,0.0
2015-02-10,45250,45800,45050,45150,2254222,-0.11061946902654868,32869306779750,728002365,18399,11.16,2.45,4045,0.0,0,1094.0999755859375,1.9910000562667847,278,반도체,Listed,0.0
2015-02-11,45900,47050,45650,46850,3231887,3.7652270210409746,34106910800250,728002365,18399,11.58,2.55,4045,0.0,0,1097.5999755859375,1.9880000352859497,278,반도체,Listed,0.0
2015-02-12,47450,47500,46600,46650,1903965,-0.42689434364994666,33961310327250,728002365,18399,11.53,2.54,4045,0.0,0,1105.699951171875,1.9859999418258667,278,반도체,Listed,0.0
2015-02-13,47000,47450,46750,47050,1354556,0.857449088960343,34252511273250,728002365,18399,11.63,2.56,4045,0.0,0,1101.199951171875,2.0209999084472656,278,반도체,Listed,0.0
2015-02-16,47550,47550,47200,47500,1534022,0.9564293304994688,34580112337500,728002365,18399,11.74,2.58,4045,0.0,0,1095.4000244140625,2.0209999084472656,278,반도체,Listed,0.0
