date,code,name,market,listing_status,sector_code,sector_name,open,high,low,close,adjust_close,volume,amount,adj_factor,shares_out,is_trading_suspended,is_limit_reached,frgn_net_amt,inst_net_amt,nps_net_amt,tust_net_amt,dealer_net_amt,frgn_net_qty,inst_net_qty,nps_net_qty,frgn_hold_ratio,usdkrw,us10y_yield,kr10y_yield,wti,dxy,cnykrw,gold,vix,earnings_date
20100104,005930,삼성전자,KS,Listed,278,반도체와반도체장비,11836.71063089076,11925.154296875,11792.48879789864,11925.154296875,11925.154296875,11950800,142515133971.09375,1.0,147299337,False,0,-5659091000,30935829000,-4143539000,29848604000,-8555609000,-7095,38476,-5160,47.71875,1132.4000244140625,0.038410000801086426,,81.51000213623047,77.52999877929688,166.11657227595686,1117.699951171875,20.040000915527344,
