재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기반기	전기반기	전기	전전기
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	ifrs-full_CashFlowsFromUsedInOperatingActivities	영업활동으로 인한 현금흐름	2,886,528,531	501,202,657		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_ProfitLossForStatementOfCashFlows	   반기순손실	498,609,132	-1,664,162,200		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	ifrs-full_AdjustmentsForReconcileProfitLoss	   가감	1,256,767,744	1,564,837,584		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_AdjustmentsForBadDebtExpenses	      대손상각비	1,545,698	206,554,259		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_AdjustmentsForDepreciationExpense	      감가상각비	897,221,026	818,338,052		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_AdjustmentsForAmortisationExpense	      무형자산상각비	88,162,958	103,273,390		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_AdjustmentsForOtherBadDebtExpenses	      기타의 대손상각비	110,000	74,954,315		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_AdjustmentsForLossesOnForeignExchangeTranslations	      외화환산손실	185,559,645	35,775,996		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_AdjustmentsForInterestExpenses	      이자비용	274,148,283	307,058,573		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	ifrs-full_AdjustmentsForIncomeTaxExpense	      법인세비용(수익)	1,554,858	103,457,318		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_AdjustmentsForGainOnForeignExchangeTranslations	      외화환산이익	180,753,652	74,697,421		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_AdjustmentsForInterestIncome	      이자수익	10,781,072	9,876,898		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_AdjustmentsForAssetsLiabilitiesOfOperatingActivities	   영업활동으로인한자산ㆍ부채의변동	1,310,276,085	825,083,227		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	ifrs-full_AdjustmentsForDecreaseIncreaseInTradeAccountReceivable	      매출채권의 감소	3,129,265,251	-1,601,324,813		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_AdjustmentsForDecreaseincreaseInTradeAndOtherReceivables	      기타채권의 감소(증가)	2,959,980	-76,448,875		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_AdjustmentsForDecreaseIncreaseInDueFromCustomersForContractWork	      미청구공사의 감소(증가)	0	835,337,490		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	ifrs-full_AdjustmentsForDecreaseIncreaseInInventories	      재고자산의 감소(증가)	-1,133,580,341	-382,787,712		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	entity00378363_udf_CF_2019118183431759_AdjustmentsForAssetsLiabilitiesOfOperatingActivities	      선급공사원가의 감소(증가)	718,615,094	0		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_AdjustmentsForDecreaseIncreaseInOtherCurrentAssets	      기타유동자산의 감소(증가)	313,090,649	178,332,679		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_AdjustmentsForDecreaseincreaseInLongTermTradeAndOtherNonCurrentReceivables	      장기성기타채권의 감소(증가)	0	18,097,935		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	ifrs-full_AdjustmentsForIncreaseDecreaseInTradeAccountPayable	      매입채무의 증가(감소)	-161,266,844	686,309,035		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_AdjustmentsForIncreasedecreaseInTradeAndOtherPayables	      기타채무의 증가(감소)	212,622,014	175,522,964		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_AdjustmentsForIncreaseDecreaseInDueToCustomersForContractWork	      초과청구공사의 감소	0	929,140,252		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_AdjustmentsForIncreaseDecreaseInOtherCurrentLiabilities	      기타유동부채의 감소	-1,771,429,718	62,904,272		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	ifrs-full_InterestPaidClassifiedAsOperatingActivities	   이자지급	185,366,148	234,999,835		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	ifrs-full_InterestReceivedClassifiedAsOperatingActivities	   이자수취	4,842,138	7,045,205		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	ifrs-full_IncomeTaxesPaidRefundClassifiedAsOperatingActivities	   법인세납부(환급)	-1,399,580	-3,398,676		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	ifrs-full_CashFlowsFromUsedInInvestingActivities	투자활동으로 인한 현금흐름	-10,323,779	-180,041,738		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_ProceedsFromSalesOfShortTermFinancialInstruments	   단기금융상품의 감소	0	432,920,138		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_ProceedsFromSalesOfLongTermFinancialInstruments	   장기금융상품의 감소	0	120,000,000		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_ProceedsFromSalesOfFairValueFinancialAsset	   당기손익공정가치금융자산의 감소	745,527,249	1,890		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_PurchaseOfShortTermFinancialInstruments	   단기금융상품의 증가	3,117,100	440,656,766		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_PurchaseOfLongTermFinancialInstruments	   장기금융상품의 증가	0	70,000,000		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities	   유형자산의 취득	702,733,928	222,307,000		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	entity00378363_udf_CF_201811811449280_CashFlowsFromUsedInInvestingActivities	   임대보증금의 증가	-50,000,000	0		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	ifrs-full_CashFlowsFromUsedInFinancingActivities	재무활동으로 인한 현금흐름	-1,195,031,867	-295,359,082		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_ProceedsFromLongTermBorrowings	   장기차입금의 차입	2,500,000,000	20,000,000		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_ProceedsFromShortTermBorrowings	   단기차입금의 차입	6,500,000,000	0		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_RepaymentsOfShortTermBorrowings	   단기차입금의 상환	7,600,000,000	74,459,082		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_RepaymentsOfLongTermBorrowings	   장기차입금의 상환	2,419,950,000	240,900,000		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_RepaymentsOfConvertibleBonds	   전환사채의 상환	106,430,200	0		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	ifrs-full_PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities	   금융리스부채의 감소	68,651,667	0		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	ifrs-full_EffectOfExchangeRateChangesOnCashAndCashEquivalents	외화표시 현금및현금성자산에 대한 환율변동효과	73,298,480	44,128,990		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	ifrs-full_IncreaseDecreaseInCashAndCashEquivalents	현금및현금성자산의순증감	1,754,471,365	69,930,827		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_CashAndCashEquivalentsAtBeginningOfPeriodCf	기초현금및현금성자산	6,709,567,383	2,264,962,364		
현금흐름표, 간접법 - 별도재무제표	[060310]	3S	코스닥시장상장법인	292	특수 목적용 기계 제조업	03	2019-09-30	반기보고서	KRW	dart_CashAndCashEquivalentsAtEndOfPeriodCf	반기말 현금및현금성자산	8,464,038,748	2,334,893,191		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_CashFlowsFromUsedInOperatingActivities	영업활동 현금흐름	-20,404,327,015	-14,150,945,164		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_ProfitLossForStatementOfCashFlows	   영업에서 창출된 현금흐름	-7,826,890,687	-135,113,284		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_InterestReceivedClassifiedAsOperatingActivities	   이자의 수취	2,321,784,751	2,158,436,903		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_InterestPaidClassifiedAsOperatingActivities	   이자의 지급	14,551,022,363	12,149,488,076		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_DividendsReceivedClassifiedAsOperatingActivities	   배당금의 수취	340,251,978			
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_IncomeTaxesPaidRefundClassifiedAsOperatingActivities	   법인세 납부액	688,450,694	4,024,780,707		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_CashFlowsFromUsedInInvestingActivities	투자활동 현금흐름	182,027,772,670	-12,362,213,515		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_PurchaseOfShortTermLoansAndReceivables	   단기대여금의 증가	23,035,000,000	34,538,050,000		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_ProceedsFromSalesOfShortTermLoansAndReceivables	   단기대여금의 감소	11,295,667,400	28,355,505,558		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	entity00365387_udf_CF_20181112155712436_CashFlowsFromUsedInInvestingActivities	   장기대여금의 증가				
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	entity00365387_udf_CF_201932213544868_CashFlowsFromUsedInInvestingActivities	   장기대여금의 감소	353,000	135,331,340		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	entity00365387_udf_CF_20198916356915_CashFlowsFromUsedInInvestingActivities	   기타포괄손익-공정가치금융자산의 취득	26,074			
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_PurchaseOfFairValueFinancialAsset	   당기손익인식금융자산의 취득	30,067,514,000	700,000,000		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_ProceedsFromSalesOfFairValueFinancialAsset	   당기손익인식금융자산의 처분	787,532	698,812,572		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_PurchaseOfInvestmentsInSubsidiariesJointVenturesAndAssociates	   종속회사투자주식의 취득	54,693,499,422	10,583,577,201		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	entity00365387_udf_CF_201989163849875_CashFlowsFromUsedInInvestingActivities	   관계기업투자주식의 처분	912,982,800			
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_IncreaseInGuaranteeDeposits	   보증금의 증가	429,591,773	6,436,080,511		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_DecreaseInGuaranteeDeposits	   보증금의 감소	659,182,287	214,543,978		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities	   유형자산의 취득(렌탈자산 외)	880,410,588	6,148,277,216		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities	   유형자산의 처분(렌탈자산 외)	47,676,819	13,385,656,956		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities	   무형자산의 취득	514,832,811	534,260,808		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_ProceedsFromSalesOfIntangibleAssetsClassifiedAsInvestingActivities	   무형자산의 처분		3,788,181,817		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	entity00365387_udf_CF_20195131955569_CashFlowsFromUsedInInvestingActivities	   매각예정비유동자산의 처분	278,731,997,500			
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_CashFlowsFromUsedInFinancingActivities	재무활동 현금흐름	-13,713,557,740	39,080,187,312		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_RepaymentsOfShortTermBorrowings	   단기차입금의 상환	159,000,000,000	100,250,000,000		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_ProceedsFromShortTermBorrowings	   단기차입금의 차입	157,000,000,000	88,000,000,000		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_RepaymentsOfLongTermBorrowings	   장기차입금의 상환				
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_ProceedsFromLongTermBorrowings	   장기차입금의 차입	50,000,000,000	91,830,000,000		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	entity00365387_udf_CF_2019513104539996_CashFlowsFromUsedInFinancingActivities	   유동성장기부채의 상환				
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_RepaymentsOfBonds	   사채의 상환	92,000,000,000	102,000,000,000		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_ProceedsFromBonds	   사채의 발행	84,682,889,999	129,640,650,000		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities	   리스료의 지급	3,040,021,776			
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_ProceedsFromFinanceLeaseLiabilitiesClassifiedAsFinancingActivities	   금융리스부채의 증가				
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	entity00365387_udf_CF_201989164216414_CashFlowsFromUsedInFinancingActivities	   유동성장기차입금의 상환	46,670,400,823	64,113,745,318		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_DividendsPaidClassifiedAsFinancingActivities	   배당금지급	4,682,229,500	4,026,717,370		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	entity00365387_udf_CF_2018813214050936_CashFlowsFromUsedInFinancingActivities	   주식발행비용	3,795,640			
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_IncreaseDecreaseInCashAndCashEquivalentsBeforeEffectOfExchangeRateChanges	현금및현금성자산의 순증감	147,909,887,915	12,567,028,633		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_CashAndCashEquivalentsAtBeginningOfPeriodCf	기초 현금및현금성자산	27,273,765,717	31,420,167,451		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_EffectOfExchangeRateChangesOnCashAndCashEquivalents	현금및현금성자산의 환율변동효과	17,902,885	36,393,870		
현금흐름표, 간접법 - 별도재무제표	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2019-06-30	반기보고서	KRW	dart_CashAndCashEquivalentsAtEndOfPeriodCf	기말 현금및현금성자산	175,201,556,517	44,023,589,954		
현금흐름표, 간접법 - 별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_CashFlowsFromUsedInOperatingActivities	영업활동현금흐름	-26,318,310,205	-50,666,673,179		
현금흐름표, 간접법 - 별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities	   영업에서 창출된 현금흐름	-11,918,445,468	-35,476,510,409		
현금흐름표, 간접법 - 별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_InterestReceivedClassifiedAsOperatingActivities	   이자수취(영업)	288,731,553	123,561,982		
현금흐름표, 간접법 - 별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_InterestPaidClassifiedAsOperatingActivities	   이자지급(영업)	14,651,051,940	12,805,720,925		
현금흐름표, 간접법 - 별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_IncomeTaxesPaidRefundClassifiedAsOperatingActivities	   법인세납부(환급)	37,544,350	2,508,003,827		
현금흐름표, 간접법 - 별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_CashFlowsFromUsedInInvestingActivities	투자활동현금흐름	32,836,874,111	25,898,760,034		
현금흐름표, 간접법 - 별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	dart_PurchaseOfShortTermFinancialInstruments	   단기금융상품의 취득	0	735,361		
현금흐름표, 간접법 - 별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities	   유형자산의 취득	1,090,465,495	2,376,763,820		
현금흐름표, 간접법 - 별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities	   유형자산의 처분	29,090,908	29,392,087,430		
현금흐름표, 간접법 - 별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities	   무형자산의 취득	566,500,000	690,880,644		
현금흐름표, 간접법 - 별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_ProceedsFromSalesOfIntangibleAssetsClassifiedAsInvestingActivities	   무형자산의 처분	0	1,079,183,439		
현금흐름표, 간접법 - 별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	dart_ProceedsFromSalesOfInvestmentsInAssociates	   관계기업에 대한 투자자산의 처분	12,726,280,922	0		
현금흐름표, 간접법 - 별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	dart_ProceedsFromSalesOfInvestmentsInSubsidiaries	   종속기업에 대한 투자자산의 처분	14,531,110,188	0		
현금흐름표, 간접법 - 별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	entity00201450_udf_CF_20185914273660_CashFlowsFromUsedInInvestingActivities	   당기손익-공정가치금융자산의 취득	-26,229,040	-410,094,899		
현금흐름표, 간접법 - 별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	entity00201450_udf_CF_20181113102840110_CashFlowsFromUsedInInvestingActivities	   당기손익-공정가치금융자산의 처분	724,412	0		
현금흐름표, 간접법 - 별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	dart_PurchaseOfLoansAndReceivables	   기타채권의 취득	281,302,470	2,074,302,367		
현금흐름표, 간접법 - 별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	dart_ProceedsFromSalesOfLoansAndReceivables	   기타채권의 처분	7,514,164,686	980,266,256		
현금흐름표, 간접법 - 별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_CashFlowsFromUsedInFinancingActivities	재무활동현금흐름	28,321,724,982	12,802,586,795		
