date,code,period,corp_code,bsns_year,reprt_code,announce_date,revenue,op_income,net_income,eps,total_assets,total_equity,cash_flow_op,cash_flow_inv,cash_flow_fin,div_amount
20160331,010640,Q1,00160375,2016,11013,,3768467763.0,-532823614.0,-417187661.0,,25307757097.0,10266436095.0,,,,
20160630,010640,Q2,00160375,2016,11012,,4300221810.0,138126248.0,3987691984.0,,31274931894.0,14236812159.0,,,,
20160930,010640,Q3,00160375,2016,11014,,4092619285.0,150889225.0,106465066.0,,33222101812.0,14360593145.0,,,,
20161231,010640,Q4,00160375,2016,11011,,17315570414.0,-152983939.0,7005136807.0,,34846883901.0,17644110262.0,,,,
20170331,010640,Q1,00160375,2017,11013,,4942001467.0,-193297160.0,1095449595.0,,34993525278.0,18739559857.0,,,,
20170630,010640,Q2,00160375,2017,11012,,5616022247.0,-284788519.0,-260606922.0,,34816108531.0,18489481065.0,,,,
20170930,010640,Q3,00160375,2017,11014,,6356535051.0,-250151479.0,-216430877.0,,35429114644.0,18262522058.0,,,,
20171231,010640,Q4,00160375,2017,11011,,23646887710.0,-769354765.0,536000245.0,,35313762844.0,18196273445.0,,,,
20180331,010640,Q1,00160375,2018,11013,,7043061386.0,26883995.0,45970776.0,,35531983619.0,18242244221.0,,,,
20180630,010640,Q2,00160375,2018,11012,,8011742269.0,224183281.0,229223757.0,,35737644983.0,18422828285.0,,,,
20180930,010640,Q3,00160375,2018,11014,,7162160092.0,166787364.0,129309168.0,,34768486779.0,18600777146.0,,,,
20181231,010640,Q4,00160375,2018,11011,,30104368734.0,1110591983.0,957732274.0,,35008057720.0,19027161518.0,,,,
20190331,010640,Q1,00160375,2019,11013,,8344015539.0,810009979.0,686664585.0,69.0,35880315619.0,19713826103.0,2122564245.0,-273109487.0,-380000000.0,
20190630,010640,Q2,00160375,2019,11012,,8379963839.0,921332955.0,709392742.0,71.0,35927511571.0,20386568885.0,1971849399.0,-490190023.0,-780000000.0,
20190930,010640,Q3,00160375,2019,11014,,8860789321.0,894978185.0,5776072556.0,578.0,36827709357.0,26199291401.0,3725329697.0,-1224521459.0,-992661379.0,
20191231,010640,Q4,00160375,2019,11011,,35112975113.0,3103548924.0,7552693845.0,755.0,43396757140.0,26584062781.0,3398663101.0,-8142030630.0,5015314545.0,100.0
20200331,010640,Q1,00160375,2020,11013,,8833062741.0,555554473.0,448736588.0,45.0,43793604632.0,26032799369.0,304673570.0,-450420125.0,-79516364.0,
20200630,010640,Q2,00160375,2020,11012,,9234229604.0,728408047.0,550871586.0,55.0,44062360027.0,26533036578.0,1264110642.0,-865839117.0,-365332727.0,25.0
