date,code,period,corp_code,bsns_year,reprt_code,announce_date,revenue,op_income,net_income,eps,total_assets,total_equity,cash_flow_op,cash_flow_inv,cash_flow_fin,div_amount
20160331,004890,Q1,00172936,2016,11013,,66578758286.0,633724418.0,1933818518.0,866.0,349784968704.0,315898358949.0,3555610766.0,-14885559261.0,-1446663500.0,
20160630,004890,Q2,00172936,2016,11012,,81156062174.0,5275805706.0,5470883558.0,2451.0,359911726654.0,320453395015.0,16342462105.0,-16511723439.0,-1442163500.0,
20160930,004890,Q3,00172936,2016,11014,,69127469931.0,3203511017.0,3349666079.0,1500.0,361646280930.0,324253004717.0,17176707529.0,-26845444372.0,-1442163500.0,
20161231,004890,Q4,00172936,2016,11011,,304359238016.0,12279522955.0,13434425029.0,6017.0,371393725622.0,326469683921.0,21358784803.0,-27568279747.0,-1388763500.0,1200.0
20170331,004890,Q1,00172936,2017,11013,,92285652776.0,6450663525.0,6565286900.0,2941.0,378340133518.0,330266921922.0,4904157452.0,2002593946.0,-2794486400.0,
20170630,004890,Q2,00172936,2017,11012,,95373727575.0,5495822014.0,5730261051.0,2567.0,384660493453.0,336828560183.0,11394352948.0,3511010892.0,-2915886400.0,
20170930,004890,Q3,00172936,2017,11014,,94233009956.0,5875257810.0,6304079742.0,2828.0,391289649377.0,341955681088.0,19966307175.0,9068804829.0,-4028118400.0,
20171231,004890,Q4,00172936,2017,11011,,379063819991.0,23461975207.0,23346834729.0,10500.0,396773738250.0,344737750526.0,24225463334.0,-7000030368.0,-5899366400.0,1700.0
20180331,004890,Q1,00172936,2018,11013,,102686350824.0,7823479684.0,7714557850.0,3530.0,403925753212.0,348579949092.0,-894647869.0,-3582630294.0,-3715614400.0,
20180630,004890,Q2,00172936,2018,11012,,95493507958.0,5786623500.0,5161885604.0,2362.0,403749774087.0,353576104911.0,-5250555983.0,-10534444111.0,-3715614400.0,
20180930,004890,Q3,00172936,2018,11014,,92094998551.0,2574450490.0,3265353163.0,1494.0,411338427115.0,356809341262.0,-387096388.0,18408260238.0,-3759464400.0,
20181231,004890,Q4,00172936,2018,11011,,391030405366.0,17303913060.0,15655241870.0,7164.0,409723954180.0,354937419012.0,2437584628.0,4068021051.0,-3385414400.0,1500.0
20190331,004890,Q1,00172936,2019,11013,,93412767629.0,1324345867.0,2820768401.0,1290.0,415775023474.0,353845557554.0,6122070889.0,-11609899456.0,-3382235900.0,
20190630,004890,Q2,00172936,2019,11012,,92915065403.0,2040529688.0,2502495170.0,1152.0,407753448426.0,355369190124.0,3729877553.0,-2124345695.0,-4246576300.0,
20190930,004890,Q3,00172936,2019,11014,,85450038970.0,835651778.0,1906247122.0,885.0,407255137007.0,357228390781.0,15179112766.0,-16188869983.0,-4104955400.0,
