date,code,period,corp_code,bsns_year,reprt_code,announce_date,revenue,op_income,net_income,eps,total_assets,total_equity,cash_flow_op,cash_flow_inv,cash_flow_fin,div_amount
20160331,000590,Q1,00149026,2016,11013,,32351389510.0,5605584766.0,4984917207.0,2529.0,285607842295.0,250779705647.0,-1100439942.0,-311072175.0,-1245188257.0,
20160630,000590,Q2,00149026,2016,11012,,32844868141.0,6001782397.0,5573361423.0,2882.0,289219519312.0,255340734643.0,6111387502.0,-14841921434.0,-2517954157.0,
20160930,000590,Q3,00149026,2016,11014,,28558873821.0,4166013149.0,3193341923.0,1339.0,290438063226.0,257524396839.0,12591309306.0,-15578305527.0,-3709938873.0,
20161231,000590,Q4,00149026,2016,11011,,123144962095.0,19832913404.0,17138786404.0,8045.0,293927435342.0,261888704106.0,16602116340.0,-17977690112.0,-3266080729.0,
20170331,000590,Q1,00149026,2017,11013,,32593661675.0,4572562513.0,3630084376.0,1276.0,292654530297.0,261519911860.0,4015760602.0,199891215.0,-2270567864.0,
20170630,000590,Q2,00149026,2017,11012,,30223666115.0,3903947145.0,3718689361.0,1585.0,295313171942.0,263886418936.0,7132190154.0,4309155045.0,-3987039613.0,
20170930,000590,Q3,00149026,2017,11014,,30197047097.0,4416555271.0,4071708825.0,1635.0,302881351173.0,267815196753.0,10600560314.0,3491912361.0,-3128160498.0,
20171231,000590,Q4,00149026,2017,11011,,120959821888.0,17036018175.0,14264795185.0,5138.0,302433875442.0,269430420723.0,16869197453.0,383711038.0,-4232832623.0,
20180331,000590,Q1,00149026,2018,11013,,30158932705.0,3124463155.0,3438384864.0,1468.0,306250576259.0,269988110683.0,2468790988.0,249617754.0,-2312021312.0,
20180630,000590,Q2,00149026,2018,11012,,30129062103.0,3167764128.0,3048415027.0,1317.0,310168912772.0,272990605951.0,-296390301.0,-2429698811.0,-994758140.0,
20180930,000590,Q3,00149026,2018,11014,,30135076473.0,3118738857.0,2687774344.0,1192.0,307884792548.0,273868664065.0,4731230282.0,-3061758467.0,-2462561946.0,
20181231,000590,Q4,00149026,2018,11011,,122550868578.0,13319440370.0,12641149434.0,5469.0,304418192853.0,274752759527.0,10186160370.0,-3412837207.0,-9868827759.0,
20190331,000590,Q1,00149026,2019,11013,,32400365565.0,3369677298.0,3863645441.0,1975.0,304749876840.0,277468435614.0,-269254742.0,-245806651.0,-3618273690.0,
20190630,000590,Q2,00149026,2019,11012,,33876863850.0,4608407743.0,4741562481.0,2464.0,309861892869.0,280548389164.0,8889846236.0,39359715676.0,-5665446494.0,
20190930,000590,Q3,00149026,2019,11014,,32950555286.0,4415077281.0,5372680820.0,2981.0,313199160865.0,284463995233.0,15936432401.0,15750349009.0,-7439522094.0,
20191231,000590,Q4,00149026,2019,11011,,134971514129.0,17025221715.0,16603891978.0,8435.0,314291512839.0,286152713131.0,19282880626.0,12426651104.0,-7420253294.0,
20200331,000590,Q1,00149026,2020,11013,,34660345047.0,4336364080.0,6944670705.0,3872.0,320862249185.0,290548604456.0,1881930751.0,16239172718.0,-1210698600.0,
20200630,000590,Q2,00149026,2020,11012,,34345785084.0,5178802801.0,3821783442.0,2118.0,323332533315.0,293957502500.0,6611004331.0,2292367102.0,-2938505495.0,
20200930,000590,Q3,00149026,2020,11014,,30142513165.0,3050174171.0,1878111001.0,928.0,324837390017.0,295661858747.0,11937440063.0,21177292966.0,-3062830598.0,
20201231,000590,Q4,00149026,2020,11011,,131637084502.0,15901269821.0,11835399356.0,6657.0,323725567844.0,295561249297.0,14806587360.0,19294489379.0,-3055358485.0,
20210331,000590,Q1,00149026,2021,11013,,37968720563.0,3828122951.0,5077336991.0,2734.0,331204701895.0,298572568178.0,5463948739.0,-711958893.0,-1600455696.0,
