date,code,period,corp_code,bsns_year,reprt_code,announce_date,revenue,op_income,net_income,eps,total_assets,total_equity,cash_flow_op,cash_flow_inv,cash_flow_fin,div_amount
20160331,007810,Q1,00152686,2016,11013,,140746058210.0,10591876396.0,1060349003.0,,525432999474.0,396663111749.0,9309593374.0,-4238889581.0,-3456845583.0,
20160630,007810,Q2,00152686,2016,11012,,135169383700.0,2773016898.0,-861640163.0,,521498328050.0,393600080926.0,4773326657.0,-8521089141.0,4896129036.0,
20160930,007810,Q3,00152686,2016,11014,,128389612460.0,41656687.0,795111050.0,,514668319906.0,395296322996.0,6986519728.0,-2987388346.0,-7270550699.0,
20161231,007810,Q4,00152686,2016,11011,,545300470697.0,16046089637.0,-4194050255.0,,520500737082.0,390902233404.0,14797334323.0,-36942851681.0,-480796502.0,100.0
20170331,007810,Q1,00152686,2017,11013,,148498265827.0,4505319984.0,1122398061.0,,527969271283.0,386148880765.0,-4394894497.0,-6623654216.0,2796579581.0,
20170630,007810,Q2,00152686,2017,11012,,148612908181.0,3865748550.0,4769903949.0,,537103705108.0,395159051166.0,15960002571.0,-34174055690.0,4118916654.0,
20170930,007810,Q3,00152686,2017,11014,,148795142315.0,2442404976.0,19080945371.0,,556463876940.0,413322051830.0,21772397810.0,-42260904021.0,5825970386.0,
20171231,007810,Q4,00152686,2017,11011,,591598881619.0,11068937019.0,29629689851.0,,556503135113.0,415371180513.0,34764902033.0,-50793584431.0,555013538.0,0.0
20180331,007810,Q1,00152686,2018,11013,,137770310912.0,-4351473974.0,-2528500846.0,,553962692263.0,413221642962.0,-9234392444.0,-4921630958.0,7961627876.0,
20180630,007810,Q2,00152686,2018,11012,,129403061191.0,-9154910100.0,-8773531065.0,-443.0,533998980083.0,404850724383.0,-7109686822.0,41662045.0,6669180525.0,
20180930,007810,Q3,00152686,2018,11014,,137952119457.0,-2873707203.0,-3308202479.0,-128.0,520926677327.0,400958606820.0,7602910159.0,-1760261055.0,-6722691595.0,
