date,code,period,corp_code,bsns_year,reprt_code,announce_date,revenue,op_income,net_income,eps,total_assets,total_equity,cash_flow_op,cash_flow_inv,cash_flow_fin,div_amount
20160331,012210,Q1,00125664,2016,11013,,,,,,,,,,,
20160630,012210,Q2,00125664,2016,11012,,,,,,,,,,,
20160930,012210,Q3,00125664,2016,11014,,,,,,,,,,,
20161231,012210,Q4,00125664,2016,11011,,,,,,,,,,,
20170331,012210,Q1,00125664,2017,11013,,,,,,,,,,,
20170630,012210,Q2,00125664,2017,11012,,,,,,,,,,,
20170930,012210,Q3,00125664,2017,11014,,,,,,,,,,,
20171231,012210,Q4,00125664,2017,11011,,,,,,,,,,,
20180331,012210,Q1,00125664,2018,11013,,,,,,,,,,,
20180630,012210,Q2,00125664,2018,11012,,,,,,,,,,,
20180930,012210,Q3,00125664,2018,11014,,,,,,,,,,,
20181231,012210,Q4,00125664,2018,11011,,,,,,,,,,,
20190331,012210,Q1,00125664,2019,11013,,,,,,,,,,,
20190630,012210,Q2,00125664,2019,11012,,,,,,,,,,,
20190930,012210,Q3,00125664,2019,11014,,,,,,,,,,,
20191231,012210,Q4,00125664,2019,11011,,,,,,,,,,,
20200331,012210,Q1,00125664,2020,11013,,,,,,,,,,,
20200630,012210,Q2,00125664,2020,11012,,,,,,,,,,,
20200930,012210,Q3,00125664,2020,11014,,,,,,,,,,,
20201231,012210,Q4,00125664,2020,11011,,,,,,,,,,,
20210331,012210,Q1,00125664,2021,11013,,,,,,,,,,,
20210630,012210,Q2,00125664,2021,11012,,,,,,,,,,,
20210930,012210,Q3,00125664,2021,11014,,,,,,,,,,,
20211231,012210,Q4,00125664,2021,11011,,,,,,,,,,,
20220331,012210,Q1,00125664,2022,11013,,,,,,,,,,,
20220630,012210,Q2,00125664,2022,11012,,,,,,,,,,,
20220930,012210,Q3,00125664,2022,11014,,,,,,,,,,,
20221231,012210,Q4,00125664,2022,11011,,,,,,,,,,,
20230331,012210,Q1,00125664,2023,11013,,,,,,,,,,,
20230630,012210,Q2,00125664,2023,11012,,,,,,,,,,,
20230930,012210,Q3,00125664,2023,11014,,,,,,,,,,,
20231231,012210,Q4,00125664,2023,11011,,76842784518.0,5964405335.0,939964950.0,,152186319180.0,56939081229.0,,,,0.0
20240331,012210,Q1,00125664,2024,11013,,,,,,,,,,,
20240630,012210,Q2,00125664,2024,11012,,,,,,,,,,,
20240930,012210,Q3,00125664,2024,11014,,,,,,,,,,,
20241231,012210,Q4,00125664,2024,11011,,76441344507.0,4454162901.0,3464735457.0,,172747485700.0,73820906285.0,,,,0.0
20250331,012210,Q1,00125664,2025,11013,,,,,,,,,,,
20250630,012210,Q2,00125664,2025,11012,,22565990682.0,2444282445.0,1622167563.0,,179924972125.0,81491593225.0,,,,
20250930,012210,Q3,00125664,2025,11014,,17550479651.0,925650106.0,649927627.0,,176219124421.0,82732585015.0,,,,
20251231,012210,Q4,00125664,2025,11011,,,,,,,,,,,
